n100	n200	n300	n400	n500	n1000	n2000	n3000	n4000	n5000	n6000	n7000	MAF
0.973815048060988	0.990059642147117	0.99403578528827	0.994698475811796	0.99635520212061	0.99635520212061	0.995692511597084	0.99635520212061	0.996686547382372	0.996686547382372	0.996686547382372	0.997017892644135	0.0284522667329357
0.979978548444762	0.991419377904898	0.993922059349303	0.994994637111191	0.996067214873078	0.995709688952449	0.996424740793708	0.996782266714337	0.997139792634966	0.997497318555595	0.997139792634966	0.997139792634966	0.0294510143367894
0.985164394546913	0.993584603047314	0.9971932638332	0.997995188452286	0.997594226142743	0.997995188452286	0.9971932638332	0.997995188452286	0.997594226142743	0.997995188452286	0.997995188452286	0.997995188452286	0.0304839409382518
0.981375902698594	0.993158494868871	0.995438996579247	0.996579247434436	0.99619916381604	0.99809958190802	0.997719498289624	0.997719498289624	0.998479665526416	0.997719498289624	0.997719498289624	0.997719498289624	0.0315220978335234
0.980541455160745	0.994077834179357	0.998307952622673	0.998307952622673	0.998307952622673	0.997884940778342	0.998307952622673	0.998307952622673	0.998307952622673	0.997884940778342	0.997884940778342	0.998307952622673	0.0325336920050761
0.987590928540864	0.993581514762516	0.997004706889174	0.997004706889174	0.997860504920839	0.997432605905006	0.997860504920839	0.997432605905006	0.997432605905006	0.997432605905006	0.997432605905006	0.997860504920839	0.0335581814719726
0.987261146496815	0.995905368516834	0.997725204731574	0.998180163785259	0.998180163785259	0.997270245677889	0.997270245677889	0.997725204731574	0.998180163785259	0.998635122838945	0.998180163785259	0.997725204731574	0.034493297133758
0.984485190409027	0.992947813822285	0.99529854254819	0.99529854254819	0.996238834038552	0.996238834038552	0.996708979783733	0.997179125528914	0.997179125528914	0.996708979783733	0.996708979783733	0.996708979783733	0.0354491802068641
0.987963408762638	0.997592681752528	0.998074145402022	0.998074145402022	0.998074145402022	0.997592681752528	0.997592681752528	0.997592681752528	0.997592681752528	0.997592681752528	0.997592681752528	0.998074145402022	0.0364616312469909
0.988325101032779	0.995509654243377	0.996856757970364	0.997754827121688	0.996856757970364	0.996856757970364	0.997305792546026	0.997305792546026	0.997754827121688	0.997305792546026	0.997305792546026	0.997305792546026	0.037470958194881
0.988165680473373	0.997041420118343	0.9965483234714	0.997534516765286	0.997041420118343	0.998520710059172	0.998027613412229	0.998027613412229	0.998027613412229	0.998027613412229	0.998520710059172	0.998027613412229	0.0385160434911243
0.988829311885612	0.994191242180518	0.993744414655943	0.99597855227882	0.99597855227882	0.99597855227882	0.996425379803396	0.99597855227882	0.996425379803396	0.996425379803396	0.996425379803396	0.996425379803396	0.0395589438784629
0.989468864468865	0.994505494505495	0.996336996336996	0.996336996336996	0.996336996336996	0.996794871794872	0.996794871794872	0.996336996336996	0.996336996336996	0.996336996336996	0.996794871794872	0.997252747252747	0.0405436010989011
0.994499449944995	0.997249724972497	0.998349834983498	0.998899889988999	0.998349834983498	0.998899889988999	0.998349834983498	0.998349834983498	0.998349834983498	0.998349834983498	0.998349834983498	0.998349834983498	0.0415010773377338
0.991434689507495	0.99678800856531	0.99678800856531	0.997323340471092	0.997323340471092	0.997858672376874	0.997858672376874	0.998394004282655	0.998394004282655	0.998394004282655	0.998394004282655	0.998394004282655	0.0424447005353319
0.986096256684492	0.990909090909091	0.993582887700535	0.996791443850267	0.998395721925134	0.998395721925134	0.998395721925134	0.998930481283422	0.998930481283422	0.998930481283422	0.998930481283422	0.998930481283422	0.043470987486631
0.989623156744948	0.996723102129984	0.996176952484981	0.996723102129984	0.996723102129984	0.99399235390497	0.993446204259967	0.995084653194975	0.995630802839978	0.995084653194975	0.995084653194975	0.995084653194975	0.0444945103222283
0.990867579908676	0.996004566210046	0.996575342465753	0.996575342465753	0.996575342465753	0.993150684931507	0.993721461187215	0.996575342465753	0.997146118721461	0.997146118721461	0.997146118721461	0.997146118721461	0.0455178217465753
0.990689013035382	0.996896337678461	0.998137802607076	0.999379267535692	1	0.998758535071384	0.998758535071384	1	1	1	1	1	0.0465329437616387
0.995038979447201	0.995038979447201	0.996456413890858	0.995747696669029	0.996456413890858	0.998582565556343	0.997873848334515	0.997873848334515	0.997873848334515	0.997873848334515	0.997873848334515	0.997873848334515	0.0475416070163005
0.996080992815153	0.998040496407577	0.997387328543436	0.998040496407577	0.998040496407577	0.998040496407577	0.998040496407577	0.998693664271718	0.998040496407577	0.998040496407577	0.998693664271718	0.998693664271718	0.0484788766819073
0.995283018867924	0.996630727762803	0.997978436657682	0.997978436657682	0.999326145552561	0.999326145552561	0.999326145552561	0.998652291105121	0.998652291105121	0.999326145552561	0.999326145552561	0.999326145552561	0.0494660066037736
0.991839296924043	0.996861268047709	0.997489014438167	0.998744507219083	0.998744507219083	0.998116760828625	0.998116760828625	0.998116760828625	0.998116760828625	0.998744507219083	0.998116760828625	0.998116760828625	0.0504806827997489
0.994211287988423	0.996382054992764	0.997829232995659	0.998552821997106	0.997829232995659	0.997829232995659	0.997105643994211	0.998552821997106	0.998552821997106	0.998552821997106	0.998552821997106	0.998552821997106	0.0514960350217077
0.990469707283867	0.993192648059905	0.995915588835943	0.993873383253914	0.994554118447924	0.995915588835943	0.995915588835943	0.995915588835943	0.995915588835943	0.995915588835943	0.995915588835943	0.995915588835943	0.0525125865895167
0.992313067784766	0.997204751921733	0.997204751921733	0.9958071278826	0.997204751921733	0.998602375960867	0.9979035639413	0.9979035639413	0.9979035639413	0.9979035639413	0.9979035639413	0.9979035639413	0.0535339555555556
0.991022099447514	0.99378453038674	0.994475138121547	0.99585635359116	0.99585635359116	0.995165745856354	0.996546961325967	0.99585635359116	0.99585635359116	0.99585635359116	0.99585635359116	0.99585635359116	0.0545402410911602
0.997054491899853	0.999263622974963	0.999263622974963	0.998527245949926	0.998527245949926	0.999263622974963	0.999263622974963	0.999263622974963	0.999263622974963	0.999263622974963	0.999263622974963	0.999263622974963	0.0554679040500736
0.994386527666399	0.997594226142743	0.998396150761828	0.997594226142743	0.996792301523657	0.996792301523657	0.996792301523657	0.996792301523657	0.996792301523657	0.996792301523657	0.996792301523657	0.996792301523657	0.0564713935044106
0.995391705069124	0.996927803379416	0.999231950844854	1	1	1	1	1	1	1	1	1	0.0574477695084485
0.991011235955056	0.99625468164794	0.99625468164794	0.99625468164794	0.997003745318352	0.997003745318352	0.997003745318352	0.997003745318352	0.997003745318352	0.997003745318352	0.997003745318352	0.997003745318352	0.0584801805992509
0.99774943735934	0.999249812453113	0.998499624906227	0.999249812453113	0.999249812453113	0.999249812453113	0.999249812453113	0.999249812453113	0.999249812453113	0.999249812453113	0.999249812453113	0.999249812453113	0.0595275237059265
0.998436278342455	0.998436278342455	0.999218139171227	0.999218139171227	0.999218139171227	0.999218139171227	0.999218139171227	0.999218139171227	0.999218139171227	0.999218139171227	0.999218139171227	0.999218139171227	0.0605104218921032
0.992070484581498	0.994713656387665	0.997356828193833	0.997356828193833	0.997356828193833	0.99647577092511	0.997356828193833	0.997356828193833	0.997356828193833	0.997356828193833	0.997356828193833	0.997356828193833	0.0615128554185022
0.992056487202118	0.997352162400706	0.996469549867608	0.998234774933804	0.998234774933804	0.999117387466902	0.999117387466902	0.999117387466902	0.999117387466902	0.999117387466902	0.998234774933804	0.998234774933804	0.0624936249779347
0.996428571428571	1	1	1	1	1	1	1	1	1	1	1	0.0634732077678571
0.995860927152318	0.995860927152318	0.996688741721854	0.997516556291391	0.997516556291391	0.997516556291391	0.997516556291391	0.997516556291391	0.997516556291391	0.997516556291391	0.997516556291391	0.997516556291391	0.0644568332781457
0.998373983739837	0.998373983739837	0.998373983739837	0.998373983739837	0.998373983739837	0.998373983739837	0.998373983739837	0.998373983739837	0.998373983739837	0.998373983739837	0.998373983739837	0.998373983739837	0.0654961563414634
0.994122586062133	0.99664147774979	0.995801847187238	0.995801847187238	0.995801847187238	0.99664147774979	0.995801847187238	0.997481108312343	0.997481108312343	0.99664147774979	0.99664147774979	0.99664147774979	0.0665111672544081
0.995495495495496	0.995495495495496	0.995495495495496	0.995495495495496	0.997297297297297	0.998198198198198	0.998198198198198	0.999099099099099	0.999099099099099	0.999099099099099	0.999099099099099	0.999099099099099	0.0675217836936937
0.99128160418483	0.994768962510898	0.994768962510898	0.994768962510898	0.995640802092415	0.995640802092415	0.995640802092415	0.995640802092415	0.995640802092415	0.995640802092415	0.995640802092415	0.995640802092415	0.0685182778552746
1	0.999058380414313	0.999058380414313	1	1	1	1	1	1	1	1	1	0.0694985593220339
0.997032640949555	0.999010880316518	1	0.999010880316518	0.999010880316518	0.999010880316518	0.999010880316518	0.999010880316518	0.999010880316518	0.999010880316518	0.999010880316518	0.999010880316518	0.0704833621167161
0.997272727272727	1	1	1	1	1	1	1	0.999090909090909	0.999090909090909	0.999090909090909	0.999090909090909	0.0714786607272727
0.995318352059925	0.99812734082397	0.997191011235955	0.99812734082397	0.99812734082397	0.997191011235955	0.997191011235955	0.997191011235955	0.997191011235955	0.997191011235955	0.997191011235955	0.997191011235955	0.0725051121722846
0.994731296101159	0.995785036880927	0.996838777660696	0.997892518440464	0.997892518440464	0.997892518440464	0.997892518440464	0.997892518440464	0.997892518440464	0.996838777660696	0.996838777660696	0.996838777660696	0.0735117210748156
0.999004975124378	0.999004975124378	0.998009950248756	0.998009950248756	0.998009950248756	0.999004975124378	0.999004975124378	0.999004975124378	0.999004975124378	0.999004975124378	0.999004975124378	0.999004975124378	0.0745206664676617
0.998144712430427	0.999072356215213	1	1	1	1	1	1	1	1	1	1	0.0755249807050093
0.996845425867508	0.996845425867508	0.996845425867508	0.996845425867508	0.997896950578339	0.997896950578339	0.997896950578339	0.997896950578339	0.997896950578339	0.997896950578339	0.997896950578339	0.997896950578339	0.0764701990536278
0.996808510638298	0.996808510638298	0.996808510638298	0.996808510638298	0.996808510638298	0.996808510638298	0.996808510638298	0.996808510638298	0.996808510638298	0.996808510638298	0.996808510638298	0.996808510638298	0.0774807538297872
0.996666666666667	0.996666666666667	0.996666666666667	0.997777777777778	0.997777777777778	0.997777777777778	0.997777777777778	0.997777777777778	0.997777777777778	0.997777777777778	0.997777777777778	0.997777777777778	0.0784825107777778
0.992117117117117	0.996621621621622	0.996621621621622	0.996621621621622	0.996621621621622	0.996621621621622	0.996621621621622	0.996621621621622	0.996621621621622	0.996621621621622	0.996621621621622	0.996621621621622	0.0794909515765766
0.986531986531986	0.996632996632997	0.997755331088664	0.997755331088664	0.996632996632997	0.995510662177329	0.995510662177329	0.996632996632997	0.996632996632997	0.995510662177329	0.996632996632997	0.995510662177329	0.0805132768799102
0.996636771300448	0.996636771300448	0.996636771300448	0.996636771300448	0.996636771300448	0.996636771300448	0.996636771300448	0.996636771300448	0.996636771300448	0.996636771300448	0.996636771300448	0.996636771300448	0.0815318789237668
0.996818663838812	0.998939554612937	0.998939554612937	0.998939554612937	0.998939554612937	0.998939554612937	0.998939554612937	0.998939554612937	0.998939554612937	0.998939554612937	0.998939554612937	0.998939554612937	0.0825126338282079
0.997703788748565	0.997703788748565	0.998851894374282	0.997703788748565	0.998851894374282	0.998851894374282	1	1	1	1	1	1	0.0835010107921929
0.996610169491525	0.996610169491525	0.99774011299435	0.99774011299435	0.998870056497175	0.998870056497175	0.998870056497175	0.99774011299435	0.99774011299435	0.99774011299435	0.99774011299435	0.99774011299435	0.0845103120903955
0.988776655443322	0.998877665544332	0.997755331088664	0.997755331088664	0.997755331088664	0.996632996632997	0.996632996632997	0.996632996632997	0.996632996632997	0.997755331088664	0.997755331088664	0.997755331088664	0.0854548414141414
0.996305418719212	0.998768472906404	0.998768472906404	0.998768472906404	0.998768472906404	0.998768472906404	0.998768472906404	0.998768472906404	0.998768472906404	0.998768472906404	0.998768472906404	0.998768472906404	0.0865231871921182
0.997536945812808	1	0.998768472906404	1	1	1	1	1	0.998768472906404	1	1	1	0.0874950052955665
0.9953434225844	0.9965075669383	0.9965075669383	0.9965075669383	0.9965075669383	0.9965075669383	0.9965075669383	0.9965075669383	0.9965075669383	0.9965075669383	0.9965075669383	0.9965075669383	0.0885377145518044
0.996389891696751	0.996389891696751	0.996389891696751	0.997593261131167	0.997593261131167	0.996389891696751	0.997593261131167	0.997593261131167	0.997593261131167	0.997593261131167	0.997593261131167	0.997593261131167	0.0895393855595668
0.986301369863014	0.995018679950187	0.998754669987547	1	1	1	1	1	1	1	1	1	0.0904992338729763
0.973856209150327	0.994771241830065	0.998692810457516	0.998692810457516	0.998692810457516	0.998692810457516	0.998692810457516	0.998692810457516	0.998692810457516	0.998692810457516	0.998692810457516	0.998692810457516	0.0914860206535948
0.987355110642782	0.993677555321391	0.993677555321391	0.995785036880927	0.994731296101159	0.993677555321391	0.994731296101159	0.995785036880927	0.994731296101159	0.994731296101159	0.994731296101159	0.994731296101159	0.092481495995785
0.995449374288965	0.998862343572241	1	1	1	1	1	1	1	1	1	1	0.0935002770193402
0.998829039812646	1	1	1	1	1	1	1	1	1	1	1	0.0945115270491803
0.995151515151515	0.997575757575758	0.998787878787879	0.998787878787879	0.998787878787879	1	1	1	1	1	1	1	0.0955159740606061
0.99290780141844	0.995271867612293	0.99645390070922	0.995271867612293	0.99645390070922	0.99645390070922	0.99645390070922	0.99645390070922	0.99645390070922	0.99645390070922	0.99645390070922	0.99645390070922	0.0965085734042553
0.989333333333333	0.997333333333333	0.997333333333333	0.997333333333333	0.997333333333333	0.997333333333333	0.997333333333333	0.997333333333333	0.997333333333333	0.997333333333333	0.997333333333333	0.997333333333333	0.0974864008
0.998550724637681	1	1	1	1	1	1	1	1	1	1	1	0.0984547647826087
0.996323529411765	0.997549019607843	0.997549019607843	0.996323529411765	0.997549019607843	0.997549019607843	0.998774509803922	0.997549019607843	0.998774509803922	0.998774509803922	0.998774509803922	1	0.099485199754902
0.995940460081191	0.997293640054127	0.997293640054127	0.998646820027064	0.997293640054127	0.998646820027064	0.998646820027064	0.998646820027064	0.998646820027064	0.998646820027064	0.998646820027064	0.998646820027064	0.100515342354533
0.994666666666667	0.998666666666667	0.998666666666667	0.998666666666667	0.998666666666667	1	1	1	1	1	1	1	0.101510152
0.994623655913978	0.998655913978495	0.998655913978495	1	1	0.998655913978495	1	1	1	1	1	1	0.102502377688172
0.998760842627014	1	1	1	1	1	1	1	1	1	1	1	0.103478748451053
0.996533795493934	0.996533795493934	0.998266897746967	0.996533795493934	0.996533795493934	0.996533795493934	0.996533795493934	0.996533795493934	0.996533795493934	0.996533795493934	0.996533795493934	0.996533795493934	0.104514225303293
0.996884735202492	0.996884735202492	0.996884735202492	0.996884735202492	0.996884735202492	0.996884735202492	0.996884735202492	0.996884735202492	0.996884735202492	0.996884735202492	0.996884735202492	0.996884735202492	0.105480327102804
0.998347107438017	0.998347107438017	0.998347107438017	0.998347107438017	0.998347107438017	0.998347107438017	0.998347107438017	0.998347107438017	0.998347107438017	0.998347107438017	0.998347107438017	0.998347107438017	0.106450672727273
0.995412844036697	0.995412844036697	0.996941896024465	0.996941896024465	0.996941896024465	0.996941896024465	0.996941896024465	0.996941896024465	0.996941896024465	0.996941896024465	0.996941896024465	0.996941896024465	0.107512778287462
0.996894409937888	0.996894409937888	0.996894409937888	0.996894409937888	0.996894409937888	0.996894409937888	0.996894409937888	0.996894409937888	0.996894409937888	0.996894409937888	0.996894409937888	0.996894409937888	0.108517350931677
0.998449612403101	1	1	0.996899224806202	0.996899224806202	0.998449612403101	0.996899224806202	0.996899224806202	0.996899224806202	0.996899224806202	0.998449612403101	0.998449612403101	0.109524331782946
0.996992481203008	0.996992481203008	0.998496240601504	0.998496240601504	0.998496240601504	0.998496240601504	0.998496240601504	0.998496240601504	0.998496240601504	0.996992481203008	0.996992481203008	0.996992481203008	0.110510812030075
0.996677740863787	0.998338870431894	0.998338870431894	0.998338870431894	0.998338870431894	0.998338870431894	0.998338870431894	0.998338870431894	0.998338870431894	0.998338870431894	0.998338870431894	0.998338870431894	0.111531141196013
0.998366013071895	0.998366013071895	0.995098039215686	0.998366013071895	0.998366013071895	0.996732026143791	0.996732026143791	0.995098039215686	0.995098039215686	0.995098039215686	0.996732026143791	0.996732026143791	0.112485452614379
0.99815157116451	0.99815157116451	0.99815157116451	0.99815157116451	0.99630314232902	0.99815157116451	0.99815157116451	0.99815157116451	0.99815157116451	0.99815157116451	0.99815157116451	0.99815157116451	0.113452345656192
0.996503496503496	0.996503496503496	0.994755244755245	0.994755244755245	0.994755244755245	0.996503496503496	0.996503496503496	0.998251748251748	0.996503496503496	0.996503496503496	0.998251748251748	0.998251748251748	0.114497975524476
0.998322147651007	0.998322147651007	0.998322147651007	0.998322147651007	0.998322147651007	0.998322147651007	0.998322147651007	0.998322147651007	0.998322147651007	0.998322147651007	0.998322147651007	0.998322147651007	0.115499005033557
0.99616122840691	0.99616122840691	0.998080614203455	0.998080614203455	0.998080614203455	0.998080614203455	0.998080614203455	0.998080614203455	0.998080614203455	0.998080614203455	0.998080614203455	0.998080614203455	0.116494971209213
1	1	1	1	1	1	1	1	1	1	1	1	0.117559051785714
0.996309963099631	0.996309963099631	0.996309963099631	0.996309963099631	0.998154981549816	0.996309963099631	0.996309963099631	0.996309963099631	0.996309963099631	0.996309963099631	0.996309963099631	0.996309963099631	0.118493411439114
0.994296577946768	0.998098859315589	0.998098859315589	0.998098859315589	0.998098859315589	0.998098859315589	0.998098859315589	0.998098859315589	0.998098859315589	0.998098859315589	0.998098859315589	0.998098859315589	0.119491049429658
1	0.996268656716418	0.996268656716418	0.996268656716418	0.996268656716418	0.996268656716418	0.998134328358209	1	1	1	1	1	0.120514027985075
1	1	1	1	1	1	1	1	1	1	1	1	0.121489596296296
0.996521739130435	0.996521739130435	0.996521739130435	0.996521739130435	0.996521739130435	0.996521739130435	0.996521739130435	0.996521739130435	0.996521739130435	0.996521739130435	0.996521739130435	0.996521739130435	0.122507794782609
0.99820788530466	0.99820788530466	0.99820788530466	0.99820788530466	0.99820788530466	0.99820788530466	0.99820788530466	0.99820788530466	0.99820788530466	0.99820788530466	0.99820788530466	0.99820788530466	0.123517555555556
1	0.998198198198198	1	1	1	1	1	1	1	1	1	1	0.124526699099099
0.996575342465753	0.996575342465753	0.996575342465753	0.996575342465753	0.996575342465753	0.996575342465753	0.996575342465753	0.996575342465753	0.996575342465753	0.996575342465753	0.996575342465753	0.996575342465753	0.12552315239726
0.994791666666667	0.996527777777778	0.996527777777778	0.996527777777778	0.996527777777778	0.996527777777778	0.996527777777778	0.996527777777778	0.996527777777778	0.996527777777778	0.996527777777778	0.996527777777778	0.126478671875
0.998324958123953	0.996649916247906	1	1	1	1	1	1	1	1	1	1	0.127483618090452
0.99624765478424	0.99812382739212	0.99812382739212	0.99812382739212	0.99812382739212	0.99812382739212	0.99812382739212	0.99812382739212	0.99812382739212	0.99812382739212	0.99812382739212	0.99812382739212	0.128484872420263
1	1	1	1	1	1	1	1	1	1	1	1	0.129561758445946
0.998220640569395	0.998220640569395	0.99644128113879	0.99644128113879	0.998220640569395	0.998220640569395	0.998220640569395	0.998220640569395	0.998220640569395	0.998220640569395	0.998220640569395	0.998220640569395	0.130471798932384
0.997826086956522	1	0.997826086956522	0.997826086956522	1	1	1	1	1	1	1	1	0.131504547826087
1	1	1	1	1	1	0.998263888888889	0.998263888888889	0.998263888888889	0.998263888888889	0.998263888888889	0.998263888888889	0.132506729166667
0.99390243902439	0.99390243902439	0.995934959349594	0.99390243902439	0.99390243902439	0.99390243902439	0.99390243902439	0.99390243902439	0.99390243902439	0.99390243902439	0.99390243902439	0.99390243902439	0.133499386178862
0.996	0.998	1	1	0.998	0.998	0.998	1	1	1	1	1	0.134492116
1	1	1	1	1	1	1	1	1	1	1	1	0.135495772815534
0.998098859315589	0.998098859315589	0.998098859315589	0.998098859315589	0.998098859315589	0.998098859315589	0.998098859315589	0.998098859315589	0.998098859315589	0.998098859315589	0.998098859315589	0.998098859315589	0.136536423954373
0.997867803837953	1	1	0.997867803837953	0.997867803837953	0.997867803837953	0.997867803837953	0.997867803837953	0.997867803837953	0.997867803837953	0.997867803837953	0.997867803837953	0.13754860554371
1	1	1	1	1	0.998027613412229	0.998027613412229	0.998027613412229	0.998027613412229	0.998027613412229	0.998027613412229	0.998027613412229	0.138518305719921
1	1	1	1	1	1	1	1	1	1	1	1	0.139511357271095
0.997920997920998	1	1	1	1	1	1	1	1	1	1	1	0.140476923076923
0.997916666666667	1	1	1	1	1	1	1	1	1	1	1	0.141474083333333
1	1	1	1	1	1	1	1	1	1	1	1	0.142490253393665
0.998	0.998	0.998	0.998	0.998	0.998	0.998	0.998	0.998	0.998	0.998	0.998	0.143493356
