MAF	n100	n200	n300	n400	n500	n1000	n2000
0.0444852312262958	0.979619469026549	0.980610619469027	0.982170670037927	0.982180783817952	0.982366624525917	0.982175726927939	0.982538558786346
0.045476989640884	0.982038674033149	0.982569060773481	0.983095303867403	0.982718232044199	0.983302486187845	0.982694751381215	0.982758287292818
0.04651575	0.985626329787234	0.985070478723404	0.985147606382979	0.985537234042553	0.985525265957447	0.98529920212766	0.985375
0.0475356602409639	0.98969578313253	0.988459337349398	0.988849397590361	0.988783132530121	0.988198795180723	0.988042168674699	0.987513554216867
0.0485388965083799	0.984231843575419	0.98465782122905	0.984959497206704	0.985340782122905	0.985012569832402	0.984625698324022	0.984319832402235
0.0495182602620087	0.982960698689956	0.983008733624454	0.983430131004367	0.983139737991266	0.982967248908297	0.982262008733624	0.982331877729258
0.0504346185815603	0.98791914893617	0.987069503546099	0.986927659574468	0.986991489361702	0.986536170212766	0.986158865248227	0.985794326241135
0.0514601119170984	0.98853713298791	0.989177892918826	0.988699481865285	0.9883402417962	0.988169257340242	0.987445595854922	0.987561312607945
0.0524656924863388	0.988131147540984	0.986632513661202	0.987233606557377	0.987624316939891	0.987005464480874	0.986274590163934	0.98658606557377
0.0535435342356688	0.991366242038217	0.990764331210191	0.990224522292994	0.989891719745223	0.98987101910828	0.989488853503185	0.989490445859873
0.0545574830870279	0.981336617405583	0.980758620689655	0.981809523809524	0.982533661740558	0.982701149425287	0.982031198686371	0.982582922824302
0.0555840195945946	0.987587837837838	0.986780405405405	0.987287162162162	0.987496621621622	0.987650337837838	0.987555743243243	0.987572635135135
0.0565053767932489	0.985987341772152	0.9857194092827	0.986381856540084	0.986132911392405	0.986314345991561	0.985550632911392	0.985248945147679
0.0574062123505976	0.990725099601594	0.988934262948207	0.988876494023904	0.9890796812749	0.988950199203187	0.988657370517928	0.988926294820717
0.0584892946280992	0.991570247933884	0.990446280991735	0.99	0.990192148760331	0.98975	0.989993801652893	0.990407024793388
0.0594481180147059	0.990569852941176	0.989720588235294	0.990630514705882	0.990569852941176	0.990946691176471	0.990215073529412	0.989832720588235
0.0605063521594684	0.98802657807309	0.987926910299003	0.988774086378738	0.989059800664452	0.989300664451827	0.98875415282392	0.988730897009967
0.0615421298611111	0.991836805555556	0.991670138888889	0.991567708333333	0.991732638888889	0.991902777777778	0.992036458333333	0.991772569444444
0.0625301725806452	0.992331265508685	0.99152729528536	0.991694789081886	0.991822580645161	0.991908188585608	0.991816377171216	0.991858560794045
0.0634674832369942	0.989487475915222	0.989789980732177	0.989872832369942	0.989959537572254	0.990206165703276	0.990200385356455	0.990518304431599
0.0644387461693548	0.988997983870968	0.988631048387097	0.987782258064516	0.988193548387097	0.988135080645161	0.98723185483871	0.987375
0.0654412703703704	0.986968518518519	0.986451851851852	0.986583333333333	0.986788888888889	0.987033333333333	0.986153703703704	0.985831481481481
0.0665280844178082	0.99136301369863	0.991633561643836	0.991080479452055	0.990755136986301	0.990529109589041	0.990943493150685	0.990940068493151
0.0674869636217949	0.992916666666667	0.992455128205128	0.992666666666667	0.992580128205128	0.992665064102564	0.992958333333333	0.993105769230769
0.0684789662379421	0.992864951768489	0.992389067524116	0.993234726688103	0.993591639871383	0.993315112540193	0.993319935691318	0.993109324758842
0.0695828890829694	0.990482532751092	0.989159388646288	0.989526200873362	0.989478165938865	0.989491266375546	0.989975982532751	0.990045851528384
0.0705021445652174	0.992336956521739	0.991211956521739	0.991777173913043	0.991073369565217	0.990625	0.989953804347826	0.989434782608696
0.0714555151119403	0.990930970149254	0.990550373134328	0.990692164179104	0.990699626865672	0.990777985074627	0.99109328358209	0.991070895522388
0.0724675938317757	0.988044859813084	0.98792523364486	0.987581308411215	0.988057943925234	0.987842990654206	0.987981308411215	0.988179439252336
0.0734355087912088	0.992171428571429	0.991975824175824	0.99207032967033	0.992094505494506	0.991962637362637	0.991474725274725	0.991410989010989
0.074532896350365	0.991362530413625	0.989800486618005	0.990729927007299	0.991114355231144	0.991294403892944	0.991223844282238	0.99170802919708
0.0755535623467601	0.992478108581436	0.990737302977233	0.991255691768827	0.991686514886165	0.991886164623468	0.991224168126095	0.991453590192644
0.0765666565121413	0.991611479028698	0.990558498896247	0.990174392935982	0.989730684326711	0.989818984547461	0.989490066225166	0.989726269315673
0.0775048186486487	0.990997297297297	0.990245945945946	0.991172972972973	0.990637837837838	0.99084054054054	0.991272972972973	0.991586486486487
0.0784785236538462	0.990151923076923	0.991544230769231	0.991309615384615	0.991163461538462	0.991432692307692	0.990517307692308	0.990367307692308
0.0794341165048544	0.993590291262136	0.992601941747573	0.993291262135922	0.99333786407767	0.993372815533981	0.992716504854369	0.992188349514563
0.0804824846335697	0.993200945626478	0.993293144208038	0.992936170212766	0.993224586288416	0.993026004728132	0.992626477541371	0.991891252955083
0.0815134856512141	0.989262693156733	0.988724061810154	0.989167770419426	0.989286975717439	0.989450331125828	0.989061810154525	0.989015452538631
0.082595629953917	0.990200460829493	0.990513824884793	0.98947465437788	0.990285714285714	0.990414746543779	0.990677419354839	0.989951612903226
0.0836078471204188	0.988965095986038	0.988865619546248	0.989371727748691	0.989094240837696	0.989061082024433	0.988966841186737	0.988825479930192
0.0845006296218487	0.989533613445378	0.991023109243698	0.991006302521008	0.991720588235294	0.991726890756302	0.99188025210084	0.991466386554622
0.0854236794059406	0.991087128712871	0.991142574257426	0.990869306930693	0.990964356435644	0.991055445544554	0.990891089108911	0.990491089108911
0.0864373589322382	0.995749486652977	0.995437371663244	0.995012320328542	0.994464065708419	0.994437371663244	0.994609856262834	0.99464476386037
0.0875300623445826	0.994941385435169	0.995507992895204	0.995238010657194	0.995095914742451	0.995259325044405	0.995287744227353	0.995396092362345
0.0884856929104478	0.992858208955224	0.99303171641791	0.99292723880597	0.992925373134328	0.992852611940299	0.992649253731343	0.992511194029851
0.0894934199040767	0.990635491606715	0.98968824940048	0.990244604316547	0.990235011990408	0.990625899280576	0.990932853717026	0.990405275779377
0.0906216232269504	0.990707446808511	0.991037234042553	0.991379432624113	0.991558510638298	0.991625886524823	0.991718085106383	0.99147695035461
0.0915022056497175	0.990220338983051	0.990098870056497	0.989923728813559	0.990387005649717	0.990406779661017	0.990460451977401	0.990898305084746
0.0924319981723238	0.991845953002611	0.99265274151436	0.992731070496084	0.992731070496084	0.992788511749347	0.992422976501306	0.992177545691906
0.0934566300184162	0.993114180478821	0.993290976058932	0.993244935543278	0.993441988950276	0.993410681399632	0.992996316758748	0.992895027624309
0.0944916295555556	0.993626666666667	0.993415555555556	0.993591111111111	0.994104444444444	0.994233333333333	0.994175555555556	0.994317777777778
0.0954743143835616	0.989084474885845	0.989463470319635	0.989897260273973	0.990063926940639	0.990408675799087	0.99062100456621	0.990972602739726
0.0965163173033708	0.992885393258427	0.992757303370786	0.992986516853933	0.993586516853933	0.993770786516854	0.993265168539326	0.993289887640449
0.0975505285067873	0.992079185520362	0.991981900452489	0.992330316742081	0.991947963800905	0.991787330316742	0.991438914027149	0.991484162895928
0.0984866878980892	0.99615923566879	0.995382165605096	0.995191082802548	0.995245222929936	0.995114649681529	0.995025477707006	0.995178343949045
0.0994261389972145	0.992217270194986	0.992515320334262	0.992545961002785	0.992852367688022	0.992607242339833	0.99233704735376	0.992197771587744
0.100488115658363	0.992124555160142	0.992492882562278	0.991950177935943	0.992046263345196	0.992241992882562	0.992576512455516	0.992864768683274
0.10142223880597	0.992623880597015	0.99304776119403	0.993922388059701	0.993662686567164	0.993874626865672	0.994089552238806	0.994167164179104
0.102496751162791	0.991597674418605	0.991839534883721	0.992367441860465	0.992932558139535	0.992813953488372	0.992209302325581	0.99223023255814
0.103502717514124	0.98493220338983	0.98521186440678	0.985980225988701	0.986889830508475	0.986573446327684	0.986217514124294	0.98664406779661
0.104579480278422	0.992053364269141	0.991754060324826	0.991271461716937	0.991109048723898	0.990733178654292	0.990626450116009	0.990582366589327
0.10545887628866	0.987893470790378	0.988563573883162	0.98839175257732	0.988463917525773	0.988223367697594	0.988168384879725	0.98820618556701
0.106475966197183	0.989825352112676	0.989366197183099	0.989405633802817	0.989388732394366	0.988478873239437	0.987957746478873	0.987459154929577
0.10740767822736	0.989811175337187	0.990404624277457	0.990238921001927	0.990236994219653	0.988890173410405	0.987373795761079	0.986946050096339
0.108468331670823	0.994456359102244	0.993790523690773	0.993536159600998	0.993369077306733	0.99343391521197	0.993411471321696	0.993134663341646
0.109488492877493	0.98917094017094	0.989165242165242	0.988954415954416	0.989452991452991	0.989196581196581	0.989330484330484	0.989287749287749
0.110526979118329	0.99146403712297	0.990997679814385	0.990723897911833	0.991064965197216	0.991088167053364	0.991211136890951	0.991085846867749
0.111547367010309	0.995482474226804	0.99461030927835	0.994738144329897	0.995028865979381	0.994705154639175	0.994562886597938	0.994556701030928
0.112489124203822	0.993955414012739	0.994232484076433	0.994646496815287	0.994640127388535	0.994668789808917	0.994898089171975	0.994821656050955
0.113382351297405	0.992077844311377	0.991996007984032	0.991758483033932	0.991864271457086	0.991860279441118	0.992027944111776	0.991750499001996
0.1144616625	0.99429375	0.992528125	0.992809375	0.993365625	0.993640625	0.993621875	0.99353125
0.115496177464789	0.995918309859155	0.996276056338028	0.99650985915493	0.996608450704225	0.996650704225352	0.996630985915493	0.996250704225352
0.116537348583878	0.990137254901961	0.990058823529412	0.990089324618736	0.989904139433551	0.989762527233115	0.989862745098039	0.98959477124183
0.117542597014925	0.994731343283582	0.995179104477612	0.99545842217484	0.995473347547974	0.995213219616205	0.995014925373134	0.994705756929637
0.118560510638298	0.996047281323877	0.99554609929078	0.995853427895981	0.996004728132388	0.99587706855792	0.995550827423168	0.995508274231679
0.119507733082707	0.992789473684211	0.9925	0.99309022556391	0.993402255639098	0.993864661654135	0.993488721804511	0.993605263157895
0.120431232686981	0.9961108033241	0.995742382271468	0.995941828254848	0.99605540166205	0.995947368421053	0.995753462603878	0.995806094182826
0.121461427872861	0.992831295843521	0.99239608801956	0.992356968215159	0.992136919315403	0.992195599022005	0.992513447432763	0.992464547677262
0.122423142857143	0.995339285714286	0.994581632653061	0.99480612244898	0.995045918367347	0.995035714285714	0.995043367346939	0.994882653061224
0.123559696969697	0.993861952861953	0.993087542087542	0.993558922558923	0.993158249158249	0.993013468013468	0.992888888888889	0.992835016835017
0.124553098092643	0.993062670299728	0.991874659400545	0.992198910081744	0.992029972752044	0.99166485013624	0.991719346049046	0.991847411444142
0.125534612903226	0.986564516129032	0.9873	0.987403225806452	0.986874193548387	0.9871	0.987254838709677	0.987196774193548
0.126484343612335	0.989885462555066	0.989788546255507	0.990088105726872	0.989863436123348	0.98931718061674	0.989903083700441	0.989696035242291
0.127438863157895	0.99505	0.995134210526316	0.99546052631579	0.995436842105263	0.995478947368421	0.99551052631579	0.995592105263158
0.128414840782123	0.990497206703911	0.989879888268156	0.989494413407821	0.989826815642458	0.98991061452514	0.989994413407821	0.98995530726257
0.129459392059553	0.99197270471464	0.992684863523573	0.992555831265509	0.992962779156328	0.9932158808933	0.993300248138958	0.993168734491315
0.130485781914894	0.988664893617021	0.988909574468085	0.988601063829787	0.988515957446809	0.989	0.989087765957447	0.988962765957447
0.131553616336634	0.983126237623762	0.983688118811881	0.983601485148515	0.98159900990099	0.984262376237624	0.98544801980198	0.98525495049505
0.132543730407524	0.995786833855799	0.995686520376176	0.995934169278997	0.995793103448276	0.995884012539185	0.996003134796238	0.995887147335423
0.13350637716263	0.994152249134948	0.993737024221453	0.994532871972318	0.994356401384083	0.994432525951557	0.994131487889273	0.993685121107266
0.13435806231454	0.992712166172107	0.993035608308605	0.993169139465875	0.993008902077151	0.992970326409496	0.992979228486647	0.993178041543027
0.135416444776119	0.99585671641791	0.995579104477612	0.995677611940298	0.995823880597015	0.995820895522388	0.996068656716418	0.995910447761194
0.136451744262295	0.993704918032787	0.995052459016393	0.995432786885246	0.995665573770492	0.995567213114754	0.995652459016393	0.995685245901639
0.137471931914894	0.984914893617021	0.984927659574468	0.985804255319149	0.98571914893617	0.985672340425532	0.985085106382979	0.985476595744681
0.13857315234375	0.99337890625	0.99433984375	0.99464453125	0.994375	0.99421484375	0.99390234375	0.99416796875
0.139570862804878	0.995548780487805	0.99517987804878	0.994789634146341	0.994878048780488	0.995271341463415	0.995344512195122	0.995487804878049
0.140442474789916	0.996470588235294	0.996021008403361	0.996415966386555	0.996441176470588	0.996672268907563	0.996785714285714	0.996605042016807
0.141488519582245	0.996208877284595	0.99577545691906	0.995751958224543	0.995660574412533	0.995712793733681	0.995864229765013	0.995715404699739
0.142423017793594	0.992846975088968	0.993014234875445	0.993092526690391	0.993466192170819	0.993387900355872	0.993537366548043	0.993597864768683
0.143450180981595	0.99571472392638	0.995171779141104	0.995033742331288	0.995018404907975	0.99498773006135	0.994662576687117	0.994671779141104
0.144529739549839	0.994845659163987	0.995003215434084	0.995475884244373	0.99588424437299	0.995794212218649	0.995610932475884	0.995774919614148
0.145521772413793	0.994006896551724	0.994220689655172	0.994055172413793	0.994093103448276	0.994034482758621	0.993651724137931	0.993231034482759
0.146589578431373	0.995477124183006	0.994754901960784	0.994846405228758	0.995104575163399	0.994901960784314	0.994709150326797	0.994957516339869
0.147490967213115	0.988005464480874	0.988142076502732	0.988065573770492	0.988300546448087	0.988267759562842	0.987726775956284	0.987601092896175
0.148399362229102	0.993959752321981	0.993092879256966	0.993213622291022	0.993486068111455	0.993557275541796	0.993424148606811	0.993219814241486
0.149485880208333	0.990276041666667	0.989252604166667	0.988986979166667	0.989346354166667	0.989296875	0.98934375	0.989348958333333
0.150484922413793	0.992094827586207	0.99242816091954	0.992646551724138	0.99260632183908	0.992382183908046	0.99223275862069	0.992123563218391
0.151519053977273	0.991045454545455	0.991414772727273	0.991926136363636	0.992275568181818	0.992150568181818	0.991806818181818	0.992144886363636
0.152542387681159	0.994731884057971	0.99475	0.995152173913043	0.995463768115942	0.995409420289855	0.995398550724638	0.995166666666667
0.153615656140351	0.994319298245614	0.993649122807018	0.993557894736842	0.993989473684211	0.993214035087719	0.993147368421053	0.993031578947368
0.15450220212766	0.993797872340425	0.994035460992908	0.994191489361702	0.994347517730496	0.993829787234043	0.993879432624113	0.994127659574468
0.155376550143266	0.995040114613181	0.994799426934097	0.995040114613181	0.995378223495702	0.994939828080229	0.994045845272206	0.993785100286533
0.15647559566787	0.989371841155235	0.990202166064982	0.990592057761733	0.990537906137184	0.990256317689531	0.990364620938628	0.990458483754513
0.15746479338843	0.991619834710744	0.99232782369146	0.992520661157025	0.992818181818182	0.992870523415978	0.992911845730028	0.992776859504132
0.15853981595092	0.995463190184049	0.994947852760736	0.99511963190184	0.995282208588957	0.99532208588957	0.995346625766871	0.995187116564417
0.159563594594595	0.996571428571429	0.996610038610039	0.996826254826255	0.99672972972973	0.996667953667954	0.996243243243243	0.996455598455599
0.16060524	0.997981333333333	0.997797333333333	0.997429333333333	0.997501333333333	0.99744	0.997530666666667	0.997456
0.161487465909091	0.995882575757576	0.995973484848485	0.995897727272727	0.995609848484848	0.995731060606061	0.995719696969697	0.995689393939394
0.162392589361702	0.996765957446809	0.996882978723404	0.996929787234043	0.996834042553192	0.996795744680851	0.996604255319149	0.996521276595745
0.163410226708075	0.996993788819876	0.996624223602484	0.996760869565217	0.996937888198758	0.996953416149068	0.99716149068323	0.997077639751553
0.164403223728814	0.996491525423729	0.995962711864407	0.995894915254237	0.996132203389831	0.995705084745763	0.995779661016949	0.995894915254237
0.165510774647887	0.994	0.992654929577465	0.99305985915493	0.993260563380282	0.993161971830986	0.993133802816901	0.993352112676056
0.166546032142857	0.993921428571429	0.992132142857143	0.992089285714286	0.992289285714286	0.992067857142857	0.992382142857143	0.992671428571429
0.167596614925373	0.988531343283582	0.988761194029851	0.988970149253731	0.989188059701492	0.989205970149254	0.989474626865672	0.989579104477612
0.168512874125874	0.995031468531469	0.994695804195804	0.994972027972028	0.994734265734266	0.994776223776224	0.995122377622378	0.995101398601399
0.169475833333333	0.994352380952381	0.994709523809524	0.994880952380952	0.994814285714286	0.994319047619048	0.994414285714286	0.9944
0.170436938271605	0.995008230452675	0.995395061728395	0.995555555555556	0.995510288065844	0.995320987654321	0.995139917695473	0.995320987654321
0.171496428571429	0.992826530612245	0.993612244897959	0.994738095238095	0.994836734693878	0.994765306122449	0.994387755102041	0.994945578231292
0.172467	0.981401360544218	0.980700680272109	0.980993197278912	0.981204081632653	0.981112244897959	0.981377551020408	0.981489795918367
0.173546596899225	0.993050387596899	0.993313953488372	0.993356589147287	0.993406976744186	0.993209302325581	0.992813953488372	0.992961240310077
0.174558456140351	0.996989473684211	0.996540350877193	0.996529824561403	0.996624561403509	0.996357894736842	0.99600701754386	0.995936842105263
0.175600136729223	0.991914209115281	0.991327077747989	0.991233243967828	0.9911581769437	0.991243967828418	0.990954423592493	0.991083109919571
0.17649314516129	0.995245161290323	0.994764516129032	0.994332258064516	0.993754838709677	0.993809677419355	0.9939	0.993709677419355
0.177432139158576	0.993511326860841	0.99357928802589	0.993200647249191	0.99273786407767	0.993310679611651	0.992974110032362	0.992909385113269
0.178468313793103	0.996927586206897	0.996413793103448	0.996337931034483	0.996358620689655	0.996406896551724	0.996427586206897	0.996458620689655
0.179525994428969	0.991587743732591	0.991323119777159	0.991696378830084	0.991986072423398	0.991846796657382	0.991548746518106	0.991136490250696
0.180489081534772	0.997151079136691	0.997213429256595	0.997187050359712	0.997165467625899	0.997136690647482	0.99710071942446	0.99710551558753
0.181590175925926	0.996061728395062	0.995077160493827	0.995376543209877	0.995524691358025	0.995256172839506	0.995287037037037	0.995046296296296
0.182560803076923	0.996104615384615	0.995529230769231	0.995726153846154	0.995775384615385	0.995649230769231	0.995289230769231	0.995424615384615
0.183542225255973	0.99057337883959	0.98957337883959	0.989887372013652	0.990744027303754	0.990638225255973	0.990184300341297	0.989890784982935
0.184383006289308	0.995767295597484	0.995707547169811	0.995949685534591	0.996053459119497	0.995962264150943	0.995748427672956	0.995531446540881
0.185497418326693	0.987649402390438	0.988693227091633	0.989386454183267	0.989705179282868	0.989306772908367	0.988717131474104	0.988107569721116
0.186507266393443	0.989405737704918	0.988299180327869	0.988516393442623	0.988639344262295	0.988881147540984	0.988959016393443	0.989368852459016
0.187541525462963	0.995314814814815	0.995541666666667	0.995724537037037	0.995729166666667	0.995886574074074	0.995837962962963	0.995578703703704
0.188584025936599	0.995599423631124	0.995971181556196	0.996443804034582	0.996510086455331	0.996504322766571	0.996533141210375	0.99663976945245
0.189551125	0.994103658536585	0.994051829268293	0.994030487804878	0.994548780487805	0.994615853658537	0.994417682926829	0.994484756097561
0.190544568075117	0.996431924882629	0.996488262910798	0.996403755868545	0.996215962441315	0.996408450704225	0.996159624413146	0.996145539906103
0.191422005763689	0.996521613832853	0.996884726224784	0.996731988472622	0.996893371757925	0.996737752161383	0.996809798270893	0.99678386167147
0.192511308383234	0.995838323353293	0.995880239520958	0.995964071856287	0.996002994011976	0.996125748502994	0.996110778443114	0.996074850299401
0.193457211604096	0.995931740614334	0.995348122866894	0.995378839590444	0.995600682593857	0.99557337883959	0.995365187713311	0.994969283276451
0.194545714285714	0.991714285714286	0.991526315789474	0.991515037593985	0.991954887218045	0.991894736842105	0.991714285714286	0.991586466165414
0.195567594017094	0.996162393162393	0.99532905982906	0.995042735042735	0.995153846153846	0.995269230769231	0.995649572649573	0.995423076923077
0.196638898496241	0.992654135338346	0.99184962406015	0.99187969924812	0.992071428571429	0.992112781954887	0.992011278195489	0.991823308270677
0.197526098540146	0.99806204379562	0.996328467153285	0.99628102189781	0.996164233576642	0.996244525547445	0.996729927007299	0.996620437956204
0.198423805921053	0.996128289473684	0.995927631578947	0.996184210526316	0.995884868421053	0.995901315789474	0.995875	0.995865131578947
0.199459246621622	0.996493243243243	0.995702702702703	0.996331081081081	0.996206081081081	0.996216216216216	0.996388513513514	0.996287162162162
0.200544721115538	0.994521912350598	0.994334661354582	0.994565737051793	0.994816733067729	0.994868525896414	0.994677290836653	0.994681274900398
0.201491938953488	0.99068023255814	0.990279069767442	0.990531976744186	0.990831395348837	0.990668604651163	0.99056976744186	0.990383720930233
0.202528731343284	0.993994029850746	0.994062686567164	0.99414328358209	0.994208955223881	0.994340298507463	0.994131343283582	0.994158208955224
0.203591926035503	0.995937869822485	0.99603550295858	0.996304733727811	0.996	0.996	0.996455621301775	0.996437869822485
0.204536629496403	0.994705035971223	0.994982014388489	0.995320143884892	0.995489208633094	0.995712230215827	0.995647482014388	0.995593525179856
0.205489952702703	0.996057432432432	0.995483108108108	0.995631756756757	0.99525	0.995202702702703	0.995219594594595	0.99514527027027
0.206443081168831	0.996912337662338	0.996698051948052	0.996685064935065	0.996652597402597	0.996538961038961	0.996616883116883	0.996561688311688
0.20748953525641	0.996775641025641	0.997009615384615	0.997192307692308	0.99724358974359	0.997041666666667	0.997326923076923	0.997326923076923
0.208502519031142	0.992553633217993	0.992425605536332	0.992439446366782	0.992442906574394	0.992557093425605	0.992484429065744	0.992595155709343
0.209549123745819	0.997090301003345	0.996682274247492	0.9968127090301	0.996785953177257	0.996638795986622	0.99676254180602	0.996735785953177
0.210590613496933	0.994052147239264	0.994070552147239	0.994196319018405	0.994134969325153	0.993978527607362	0.993463190184049	0.993573619631902
