n100	n200	n300	n400	n500	n1000	n2000	n3000	MAF
0.994666666666667	0.994666666666667	0.994666666666667	0.994666666666667	0.994666666666667	0.994666666666667	0.994666666666667	0.994666666666667	0.0574320957333333
0.997458703939009	0.994917407878018	0.996188055908513	0.997458703939009	0.997458703939009	0.997458703939009	0.997458703939009	0.997458703939009	0.0584664512071156
0.99741935483871	0.998709677419355	0.998709677419355	0.998709677419355	0.998709677419355	0.998709677419355	0.998709677419355	0.998709677419355	0.0594963409032258
0.994026284348865	0.995221027479092	0.995221027479092	0.997610513739546	0.997610513739546	0.998805256869773	0.997610513739546	0.998805256869773	0.0605529025089606
0.997058823529412	0.994117647058824	0.994117647058824	0.995588235294118	0.997058823529412	0.998529411764706	0.994117647058824	0.998529411764706	0.0615429327941176
1	1	1	1	1	1	1	1	0.0625568989056088
1	0.997777777777778	1	1	0.997777777777778	1	1	1	0.063502398
0.996884735202492	0.993769470404984	0.998442367601246	0.998442367601246	0.998442367601246	0.998442367601246	0.998442367601246	0.998442367601246	0.0644396543613707
1	1	1	1	1	1	1	1	0.0654276053291536
0.994616419919246	0.995962314939435	0.997308209959623	0.997308209959623	0.997308209959623	0.998654104979812	0.998654104979812	0.997308209959623	0.0664768119784657
1	1	1	1	1	0.998477929984779	0.998477929984779	1	0.0675097383561644
1	1	1	1	1	1	1	1	0.0685810934936351
0.998500749625187	0.998500749625187	1	0.998500749625187	0.998500749625187	0.998500749625187	1	1	0.0695412356821589
0.995488721804511	0.995488721804511	0.996992481203008	0.995488721804511	0.996992481203008	0.996992481203008	0.996992481203008	0.996992481203008	0.0705078106766917
0.998655913978495	0.998655913978495	0.998655913978495	0.997311827956989	0.997311827956989	0.997311827956989	0.997311827956989	0.997311827956989	0.0713994962365591
0.997058823529412	0.997058823529412	0.997058823529412	0.997058823529412	0.998529411764706	0.998529411764706	0.998529411764706	0.998529411764706	0.0724667117647059
0.997229916897507	0.997229916897507	0.998614958448753	0.997229916897507	0.997229916897507	0.998614958448753	0.998614958448753	0.998614958448753	0.0735180069252078
1	0.997194950911641	1	1	1	1	1	1	0.0745214223001402
1	0.998425196850394	1	1	1	1	1	1	0.0755179020472441
0.995283018867924	0.995283018867924	0.993710691823899	0.995283018867924	0.995283018867924	0.995283018867924	0.995283018867924	0.995283018867924	0.0765597632075472
1	1	1	1	1	1	1	1	0.0775286366609294
1	1	1	1	1	1	1	1	0.0784331073051948
0.99236641221374	1	1	1	1	1	1	1	0.0794857441221374
0.996865203761755	0.996865203761755	0.996865203761755	0.996865203761755	0.996865203761755	0.998432601880878	0.998432601880878	0.998432601880878	0.0805127402821317
0.998357963875205	0.998357963875205	0.998357963875205	0.998357963875205	0.998357963875205	0.998357963875205	0.998357963875205	0.998357963875205	0.0814835630541872
0.998158379373849	0.998158379373849	0.998158379373849	0.996316758747698	0.996316758747698	0.996316758747698	0.996316758747698	0.996316758747698	0.0825454167587477
0.996551724137931	1	1	1	1	1	1	1	0.0835462672413793
0.995918367346939	0.997959183673469	0.997959183673469	0.997959183673469	0.997959183673469	0.997959183673469	0.997959183673469	0.997959183673469	0.0845114006122449
0.9952	0.9952	0.9952	0.9984	0.9984	0.9984	0.9984	0.9984	0.08541164544
0.998296422487223	0.998296422487223	0.998296422487223	0.996592844974446	0.998296422487223	0.998296422487223	0.998296422487223	0.998296422487223	0.086455694548552
1	1	1	1	1	1	1	1	0.0874874375494071
0.99625468164794	0.99625468164794	0.99625468164794	0.99625468164794	0.99625468164794	0.99625468164794	0.99625468164794	0.99812734082397	0.0885148838951311
0.998236331569665	0.998236331569665	0.99647266313933	0.99647266313933	0.99647266313933	0.998236331569665	0.998236331569665	0.998236331569665	0.0895323888888889
0.99390243902439	0.995934959349594	0.995934959349594	0.995934959349594	0.995934959349594	0.995934959349594	0.995934959349594	0.995934959349594	0.0905378266260163
1	1	1	1	1	1	1	1	0.0914823961797753
0.998376623376623	0.998376623376623	0.996753246753247	0.996753246753247	0.996753246753247	0.996753246753247	0.996753246753247	0.996753246753247	0.0924277246753247
0.998522895125554	0.998522895125554	0.998522895125554	0.998522895125554	0.998522895125554	0.998522895125554	0.998522895125554	0.998522895125554	0.0934941382570162
0.996805111821086	0.996805111821086	0.996805111821086	0.996805111821086	0.996805111821086	0.996805111821086	0.996805111821086	0.996805111821086	0.0944844282747604
0.998046875	0.998046875	0.998046875	0.998046875	0.998046875	0.998046875	0.998046875	0.998046875	0.095544826171875
0.994983277591973	0.994983277591973	0.994983277591973	0.994983277591973	0.994983277591973	0.994983277591973	0.994983277591973	0.994983277591973	0.096540997993311
0.996521739130435	0.996521739130435	0.996521739130435	0.996521739130435	0.996521739130435	0.996521739130435	0.996521739130435	0.996521739130435	0.0976049796521739
1	1	1	0.997474747474748	0.997474747474748	0.997474747474748	1	1	0.0984964295454545
1	1	1	1	1	1	1	1	0.0994379252475247
1	1	1	1	1	1	1	1	0.100445106382979
0.99601593625498	0.99800796812749	0.99800796812749	0.99800796812749	0.99800796812749	0.99800796812749	0.99800796812749	0.99800796812749	0.101482756972112
0.99820788530466	0.99820788530466	0.99820788530466	0.99820788530466	0.99820788530466	0.99820788530466	0.99820788530466	0.99820788530466	0.102497492831541
0.994957983193277	0.994957983193277	0.994957983193277	0.994957983193277	0.994957983193277	0.994957983193277	0.994957983193277	0.994957983193277	0.103547478991597
0.997690531177829	0.997690531177829	0.997690531177829	0.997690531177829	0.997690531177829	0.997690531177829	0.997690531177829	0.997690531177829	0.104541900692841
1	1	1	1	1	1	1	1	0.105509745679012
0.998248686514886	0.998248686514886	0.998248686514886	0.998248686514886	0.998248686514886	0.998248686514886	0.998248686514886	0.998248686514886	0.106410807355517
0.995735607675906	0.995735607675906	0.995735607675906	0.995735607675906	0.995735607675906	0.995735607675906	0.995735607675906	0.995735607675906	0.107447765458422
1	1	1	1	1	1	1	1	0.108463230483271
1	0.997995991983968	1	1	1	1	1	1	0.109515184368737
1	1	1	1	1	1	1	1	0.110535642990654
0.998211091234347	0.998211091234347	0.998211091234347	0.998211091234347	0.998211091234347	0.998211091234347	0.998211091234347	0.998211091234347	0.111576277280859
1	1	1	1	1	1	1	1	0.112485113785558
1	1	1	1	1	1	1	1	0.113397438834951
1	1	1	1	1	1	1	1	0.114432396995708
1	1	1	1	1	1	1	1	0.115508386036961
1	1	1	1	1	1	1	1	0.116546816115702
1	1	1	1	1	1	1	1	0.117563667355372
0.997872340425532	0.997872340425532	0.997872340425532	0.997872340425532	0.997872340425532	0.997872340425532	0.997872340425532	0.997872340425532	0.118571076595745
0.997619047619048	0.997619047619048	0.997619047619048	0.997619047619048	0.997619047619048	0.997619047619048	0.997619047619048	0.997619047619048	0.119507169047619
1	1	1	1	1	1	1	1	0.120403395537525
0.99581589958159	0.99581589958159	0.99581589958159	0.99581589958159	0.99581589958159	0.99581589958159	0.99581589958159	0.99581589958159	0.121439223849372
1	1	1	1	1	1	1	1	0.12247382
1	1	1	1	1	1	1	1	0.123528675675676
1	1	1	1	1	1	1	1	0.124519504545455
1	1	1	1	1	1	1	1	0.125585741935484
1	1	1	1	1	0.997050147492625	0.997050147492625	0.997050147492625	0.126460640117994
1	1	1	1	1	1	1	1	0.127421858942065
1	1	1	1	1	1	1	1	0.128464904076739
0.997474747474748	0.997474747474748	0.997474747474748	0.997474747474748	0.997474747474748	0.997474747474748	0.997474747474748	0.997474747474748	0.129463522727273
1	1	1	1	1	1	1	1	0.130491442352941
1	0.997389033942559	0.997389033942559	1	1	1	1	1	0.131530984334204
0.997872340425532	0.997872340425532	0.997872340425532	0.997872340425532	0.997872340425532	0.997872340425532	0.997872340425532	0.997872340425532	0.13255724893617
0.997252747252747	0.997252747252747	0.997252747252747	0.997252747252747	0.997252747252747	0.997252747252747	0.997252747252747	0.997252747252747	0.133494326923077
1	1	1	1	1	1	1	1	0.134440825986079
1	1	1	1	1	1	1	1	0.135440853598015
1	1	1	1	1	1	1	1	0.136495972772277
1	1	1	1	1	1	1	1	0.137523110192837
1	1	1	1	1	1	1	1	0.138525186157518
1	1	1	1	1	1	1	1	0.139550004683841
0.997126436781609	0.997126436781609	0.997126436781609	0.997126436781609	0.997126436781609	0.997126436781609	0.997126436781609	0.997126436781609	0.140489146551724
1	1	1	1	1	1	1	1	0.1414591875
1	1	1	1	1	1	1	1	0.142426534653465
0.997354497354497	0.997354497354497	0.997354497354497	0.997354497354497	0.997354497354497	0.997354497354497	0.997354497354497	0.997354497354497	0.143492804232804
0.997222222222222	0.997222222222222	0.997222222222222	1	1	0.997222222222222	0.997222222222222	0.997222222222222	0.144545463888889
1	1	1	1	1	1	1	1	0.14550298488665
1	1	1	1	1	1	1	1	0.146569375342466
0.996732026143791	0.996732026143791	0.996732026143791	0.996732026143791	0.996732026143791	0.996732026143791	0.996732026143791	0.996732026143791	0.147495653594771
1	0.996805111821086	1	0.996805111821086	1	0.996805111821086	0.996805111821086	1	0.148446696485623
1	1	1	1	1	1	1	1	0.149444479452055
0.996875	0.996875	1	1	1	1	1	1	0.1504943125
1	1	1	1	1	1	1	1	0.151442182464455
0.996865203761755	0.996865203761755	0.996865203761755	0.996865203761755	0.996865203761755	0.996865203761755	0.996865203761755	0.996865203761755	0.152543987460815
1	1	1	1	1	1	1	1	0.153532925110132
0.996884735202492	0.996884735202492	1	1	1	1	1	1	0.154474255451713
0.991847826086957	0.991847826086957	0.991847826086957	0.991847826086957	0.991847826086957	0.991847826086957	0.991847826086957	0.991847826086957	0.155431285326087
0.996904024767802	0.996904024767802	0.996904024767802	0.996904024767802	0.996904024767802	0.996904024767802	0.996904024767802	0.996904024767802	0.156455120743034
1	1	1	1	1	1	1	1	0.157444895348837
0.997041420118343	0.997041420118343	0.997041420118343	0.997041420118343	0.997041420118343	0.997041420118343	0.997041420118343	0.997041420118343	0.158508656804734
0.996774193548387	0.996774193548387	0.996774193548387	0.996774193548387	0.996774193548387	0.996774193548387	0.996774193548387	0.996774193548387	0.159493674193548
0.997647058823529	0.997647058823529	0.997647058823529	0.997647058823529	0.997647058823529	0.997647058823529	0.997647058823529	0.997647058823529	0.160534927058824
1	1	1	1	1	1	1	1	0.161484494736842
1	1	1	1	1	1	1	1	0.162384109693878
0.997368421052632	0.997368421052632	0.997368421052632	0.997368421052632	0.997368421052632	0.997368421052632	0.997368421052632	0.997368421052632	0.163465807894737
0.997005988023952	0.997005988023952	0.997005988023952	0.997005988023952	0.997005988023952	0.997005988023952	0.997005988023952	0.997005988023952	0.164468425149701
1	1	1	1	1	1	1	1	0.165531068571429
0.995316159250585	0.995316159250585	0.995316159250585	0.995316159250585	0.995316159250585	0.995316159250585	0.995316159250585	0.995316159250585	0.166551831381733
0.990881458966565	0.990881458966565	0.990881458966565	0.990881458966565	0.990881458966565	0.990881458966565	0.990881458966565	0.990881458966565	0.167587267477204
0.997206703910615	0.994413407821229	0.994413407821229	0.991620111731844	0.994413407821229	0.994413407821229	0.994413407821229	0.994413407821229	0.168533851955307
0.996913580246914	0.993827160493827	0.993827160493827	0.996913580246914	0.993827160493827	0.993827160493827	0.996913580246914	0.996913580246914	0.169515265432099
1	1	1	1	1	1	1	1	0.170472225543478
1	1	1	1	1	1	1	1	0.171469508982036
0.996845425867508	0.996845425867508	0.996845425867508	0.996845425867508	0.996845425867508	0.996845425867508	0.996845425867508	0.996845425867508	0.172511359621451
0.997175141242938	1	0.997175141242938	0.997175141242938	0.997175141242938	0.997175141242938	0.997175141242938	0.997175141242938	0.173511751412429
1	1	1	1	1	1	1	1	0.174571133757962
1	1	1	1	1	1	1	1	0.175580119863014
1	1	1	1	1	1	1	1	0.176547384057971
1	1	1	1	1	1	1	1	0.177458433526012
0.996913580246914	0.996913580246914	0.996913580246914	0.996913580246914	0.996913580246914	0.996913580246914	0.996913580246914	0.996913580246914	0.178426179012346
0.997183098591549	0.997183098591549	0.997183098591549	0.997183098591549	0.997183098591549	0.997183098591549	0.997183098591549	0.997183098591549	0.179480022535211
1	1	1	1	1	1	1	1	0.180553471299094
0.994202898550725	0.994202898550725	0.994202898550725	0.994202898550725	0.994202898550725	0.994202898550725	0.994202898550725	0.994202898550725	0.181567791304348
1	0.997481108312343	1	1	1	1	1	1	0.182556594458438
1	1	1	1	1	1	1	1	0.183532811715481
1	1	1	1	1	1	1	1	0.184437832446809
1	1	1	1	1	1	1	1	0.185452036764706
1	1	1	1	1	1	1	1	0.186513304477612
0.994475138121547	0.997237569060773	0.997237569060773	0.997237569060773	0.997237569060773	0.997237569060773	0.997237569060773	0.997237569060773	0.187512309392265
1	1	1	1	1	1	1	1	0.188553709876543
0.996941896024465	0.996941896024465	0.996941896024465	0.996941896024465	0.996941896024465	0.996941896024465	0.996941896024465	0.996941896024465	0.189608920489297
0.996124031007752	0.996124031007752	0.996124031007752	0.996124031007752	0.996124031007752	0.996124031007752	0.996124031007752	0.996124031007752	0.19050146124031
0.996363636363636	0.996363636363636	1	0.996363636363636	0.996363636363636	1	1	1	0.191420647272727
1	1	1	1	1	1	1	1	0.1924908625
1	1	1	1	1	1	1	1	0.193496317919075
0.99622641509434	0.99622641509434	0.99622641509434	0.99622641509434	0.99622641509434	0.99622641509434	0.99622641509434	0.99622641509434	0.194521543396226
1	1	1	1	1	1	1	1	0.195573288590604
1	1	1	1	1	1	1	1	0.196552469230769
1	1	1	1	1	1	1	1	0.197496023622047
0.99645390070922	1	1	1	1	1	1	1	0.198414209219858
1	1	1	1	1	1	1	1	0.199457498168498
1	1	1	1	1	1	1	1	0.200526714285714
1	1	1	1	1	1	0.996363636363636	0.996363636363636	0.201497854545455
1	1	1	1	1	1	1	1	0.20254959752322
1	1	1	1	1	1	1	1	0.203511628676471
1	1	1	1	1	1	1	1	0.20448429296875
1	1	1	1	1	1	1	1	0.205430046920821
0.997191011235955	0.997191011235955	0.997191011235955	0.997191011235955	0.997191011235955	0.997191011235955	0.997191011235955	0.997191011235955	0.206443460674157
1	1	1	1	1	1	1	1	0.207567808441558
1	1	1	1	1	1	1	1	0.20851670625
1	0.997041420118343	0.997041420118343	0.997041420118343	1	0.997041420118343	0.997041420118343	0.997041420118343	0.209566784023669
0.996763754045307	0.996763754045307	0.996763754045307	0.996763754045307	0.996763754045307	0.996763754045307	0.996763754045307	0.996763754045307	0.210575006472492
1	1	1	1	1	1	1	1	0.211500136546185
1	1	1	1	1	1	1	1	0.212419181818182
0.994505494505495	0.994505494505495	0.994505494505495	0.994505494505495	0.994505494505495	0.994505494505495	0.991758241758242	0.991758241758242	0.213455881868132
1	1	1	1	1	1	1	1	0.214477220588235
1	1	1	1	1	1	1	1	0.215504
0.983673469387755	0.983673469387755	0.983673469387755	0.983673469387755	0.983673469387755	0.983673469387755	0.983673469387755	0.983673469387755	0.216491889795918
1	1	1	1	1	1	1	1	0.217592054263566
1	1	1	1	1	1	1	1	0.218472865671642
0.99604743083004	0.99604743083004	0.99604743083004	0.99604743083004	0.99604743083004	0.99604743083004	0.99604743083004	0.99604743083004	0.219444782608696
0.996031746031746	0.996031746031746	0.996031746031746	0.996031746031746	0.996031746031746	0.996031746031746	0.996031746031746	0.996031746031746	0.220459829365079
0.995934959349594	0.995934959349594	0.995934959349594	0.995934959349594	0.995934959349594	0.995934959349594	0.995934959349594	0.995934959349594	0.221516422764228
0.995884773662551	0.995884773662551	0.995884773662551	0.995884773662551	0.995884773662551	0.995884773662551	0.995884773662551	0.995884773662551	0.222517012345679
1	1	1	1	1	1	1	1	0.22350679661017
0.997222222222222	0.997222222222222	0.997222222222222	0.997222222222222	0.997222222222222	0.997222222222222	0.997222222222222	0.997222222222222	0.224563847222222
0.995412844036697	0.995412844036697	0.995412844036697	0.995412844036697	0.995412844036697	0.995412844036697	0.995412844036697	0.995412844036697	0.225508660550459
1	1	1	1	1	1	1	1	0.226420577464789
0.996124031007752	0.992248062015504	0.992248062015504	0.996124031007752	0.996124031007752	0.996124031007752	0.996124031007752	0.996124031007752	0.227479751937985
0.993650793650794	0.993650793650794	0.993650793650794	0.993650793650794	0.993650793650794	0.993650793650794	0.993650793650794	0.993650793650794	0.228461177777778
0.996527777777778	0.996527777777778	1	0.996527777777778	1	1	1	1	0.229514524305556
1	1	1	0.997566909975669	1	1	1	1	0.230499693430657
0.995901639344262	0.995901639344262	0.995901639344262	0.995901639344262	0.995901639344262	0.995901639344262	0.995901639344262	0.995901639344262	0.231531676229508
0.991111111111111	0.991111111111111	0.991111111111111	0.991111111111111	0.991111111111111	0.991111111111111	0.991111111111111	0.991111111111111	0.232551297777778
1	1	1	1	1	1	1	1	0.233458511945392
1	1	1	1	1	1	1	1	0.234428667785235
1	1	1	1	1	1	1	1	0.235505240963855
1	1	1	1	1	1	1	1	0.236509695205479
0.99601593625498	0.99203187250996	0.99601593625498	0.99601593625498	0.99601593625498	0.99601593625498	0.99601593625498	0.99601593625498	0.237522848605578
1	1	1	1	1	1	1	1	0.238599818867925
1	1	1	1	1	1	1	1	0.239484941176471
1	1	1	1	1	1	1	1	0.240442748
0.995670995670996	0.995670995670996	0.995670995670996	0.995670995670996	0.995670995670996	0.995670995670996	0.995670995670996	0.995670995670996	0.241488571428571
1	1	1	1	1	1	1	1	0.242534557251908
0.995433789954338	1	1	1	1	1	1	1	0.243492132420091
1	1	1	1	1	1	1	1	0.244485214285714
0.995098039215686	0.995098039215686	0.995098039215686	0.995098039215686	0.995098039215686	0.995098039215686	1	1	0.245559774509804
1	1	1	1	1	1	1	1	0.246515214953271
1	1	1	1	1	1	1	1	0.247436673469388
1	1	1	1	1	1	1	1	0.24847464953271
0.996688741721854	0.996688741721854	0.996688741721854	0.996688741721854	0.996688741721854	0.996688741721854	0.996688741721854	0.996688741721854	0.249550440397351
1	1	1	1	1	1	1	1	0.250553604026846
1	1	1	1	1	1	1	1	0.251532238095238
1	1	1	1	1	1	1	1	0.252589330065359
1	1	1	1	1	1	1	1	0.253500815286624
1	1	1	1	1	1	1	1	0.254397425
1	1	1	1	1	1	1	1	0.25544982300885
1	1	1	1	1	1	1	1	0.256498387096774
1	1	1	1	1	1	1	1	0.257515220973783
1	1	1	1	1	1	1	1	0.258509883636364
1	1	1	1	1	1	1	1	0.259543435483871
0.994444444444444	0.994444444444444	0.994444444444444	0.994444444444444	0.994444444444444	0.994444444444444	0.994444444444444	0.994444444444444	0.260514055555556
1	1	1	1	1	1	1	1	0.261398505300353
1	1	1	1	1	1	1	1	0.262483018867925
0.996197718631179	0.996197718631179	0.996197718631179	0.996197718631179	0.996197718631179	0.996197718631179	0.996197718631179	0.996197718631179	0.263537053231939
