MAF	n100	n200	n300	n400	n500	n1000	n2000	n3000	n4000	n5000	n6000	n7000
0.368510495238095	0.995671428571429	0.995757142857143	0.995704761904762	0.995619047619048	0.99572380952381	0.995885714285714	0.995819047619048	0.995866666666667	0.995952380952381	0.996042857142857	0.99602380952381	0.996028571428571
0.36947483902439	0.994458536585366	0.99399512195122	0.994229268292683	0.994463414634146	0.994609756097561	0.994458536585366	0.994492682926829	0.994443902439024	0.994443902439024	0.994453658536585	0.994482926829268	0.994463414634146
0.370476028571429	0.993520634920635	0.992996825396825	0.993034920634921	0.993022222222222	0.992920634920635	0.993031746031746	0.993301587301587	0.993320634920635	0.993260317460318	0.993253968253968	0.993298412698413	0.99331746031746
0.371498904761905	0.995571428571429	0.995168831168831	0.995138528138528	0.994909090909091	0.995008658008658	0.995255411255411	0.995177489177489	0.994978354978355	0.995038961038961	0.995155844155844	0.995199134199134	0.995151515151515
0.372492706896552	0.996375	0.995913793103448	0.995836206896552	0.995806034482759	0.995862068965517	0.995827586206897	0.995788793103448	0.995676724137931	0.995633620689655	0.995568965517241	0.995637931034483	0.995620689655172
0.373575609929078	0.991929078014184	0.992570921985816	0.992049645390071	0.99191134751773	0.991975177304965	0.991982269503546	0.992010638297872	0.992028368794326	0.991890070921986	0.991918439716312	0.991978723404255	0.992
0.374491370106762	0.995217081850534	0.99555871886121	0.995978647686833	0.995939501779359	0.995733096085409	0.995373665480427	0.99544128113879	0.995427046263345	0.995409252669039	0.995462633451957	0.995473309608541	0.995523131672598
0.375502114754098	0.989464480874317	0.989300546448087	0.989382513661202	0.989207650273224	0.989010928961749	0.988901639344262	0.989043715846995	0.988950819672131	0.989071038251366	0.989005464480874	0.98903825136612	0.989005464480874
0.376496573913043	0.995847826086957	0.9953	0.995265217391304	0.995269565217391	0.995095652173913	0.995378260869565	0.995382608695652	0.995339130434783	0.995252173913043	0.995230434782609	0.995230434782609	0.995239130434783
0.377440837301587	0.994873015873016	0.994638888888889	0.995083333333333	0.995103174603175	0.995087301587302	0.99475	0.994757936507937	0.994706349206349	0.994626984126984	0.994654761904762	0.994603174603175	0.994646825396825
0.378539806930693	0.98939603960396	0.989316831683168	0.989480198019802	0.989321782178218	0.989128712871287	0.988757425742574	0.988584158415842	0.98860396039604	0.988772277227723	0.988841584158416	0.988851485148515	0.988856435643564
0.379527643171806	0.995533039647577	0.995674008810573	0.995563876651982	0.9955859030837	0.995409691629956	0.995167400881057	0.994854625550661	0.994788546255507	0.994837004405286	0.994872246696035	0.994845814977974	0.994850220264317
0.380533135135135	0.996027027027027	0.996445945945946	0.996310810810811	0.996306306306306	0.996400900900901	0.996283783783784	0.996423423423423	0.996225225225225	0.996193693693694	0.996175675675676	0.996261261261261	0.996288288288288
0.381473804347826	0.989852173913043	0.989639130434783	0.989617391304348	0.9895	0.989639130434783	0.989395652173913	0.989208695652174	0.989234782608696	0.989234782608696	0.989239130434783	0.989121739130435	0.989139130434783
0.38248661682243	0.995280373831776	0.995224299065421	0.995242990654206	0.994981308411215	0.995266355140187	0.995429906542056	0.995495327102804	0.99535046728972	0.995345794392523	0.995397196261682	0.995341121495327	0.995401869158879
0.383463188034188	0.995991452991453	0.995179487179487	0.995132478632479	0.995051282051282	0.995111111111111	0.995632478632479	0.995393162393162	0.995307692307692	0.995264957264957	0.995239316239316	0.995273504273504	0.995307692307692
0.384476146938776	0.994220408163265	0.994665306122449	0.995367346938775	0.995424489795918	0.995481632653061	0.995489795918367	0.995432653061225	0.995359183673469	0.99534693877551	0.995342857142857	0.995367346938775	0.995424489795918
0.385535163934426	0.994907103825137	0.994650273224044	0.994273224043716	0.993863387978142	0.994218579234973	0.994005464480874	0.993994535519126	0.993994535519126	0.993978142076503	0.994005464480874	0.993967213114754	0.994032786885246
0.386523353488372	0.991753488372093	0.991762790697674	0.99173023255814	0.992018604651163	0.992097674418605	0.991809302325581	0.992041860465116	0.991962790697674	0.991897674418605	0.99186511627907	0.991972093023256	0.991893023255814
0.387551653333333	0.9946	0.994248888888889	0.994506666666667	0.99456	0.9946	0.99448	0.994551111111111	0.994515555555556	0.994373333333333	0.994413333333333	0.994417777777778	0.994435555555556
0.388471806930693	0.995034653465346	0.995435643564356	0.995544554455446	0.995866336633663	0.995841584158416	0.995891089108911	0.995891089108911	0.995876237623762	0.995910891089109	0.995792079207921	0.99580198019802	0.995856435643564
0.389456934065934	0.987021978021978	0.987835164835165	0.987626373626374	0.987791208791209	0.987846153846154	0.987263736263736	0.987554945054945	0.987302197802198	0.98732967032967	0.987401098901099	0.987450549450549	0.987516483516483
0.390514858823529	0.9887	0.989011764705882	0.989223529411765	0.989076470588235	0.988947058823529	0.989058823529412	0.989129411764706	0.989158823529412	0.989082352941176	0.989005882352941	0.988982352941176	0.989017647058824
0.391471772093023	0.996125581395349	0.995162790697674	0.995506976744186	0.995186046511628	0.995041860465116	0.995260465116279	0.995451162790698	0.995451162790698	0.995302325581395	0.995358139534884	0.995381395348837	0.9954
0.392488114942529	0.989051724137931	0.989591954022988	0.988913793103448	0.988666666666667	0.98883908045977	0.988775862068966	0.988873563218391	0.988775862068966	0.988747126436782	0.988810344827586	0.988735632183908	0.988718390804598
0.393515136563877	0.991180616740088	0.990986784140969	0.990995594713656	0.991079295154185	0.991096916299559	0.990863436123348	0.990819383259912	0.990832599118943	0.990726872246696	0.990700440528634	0.990709251101322	0.990726872246696
