Core_TOPMed	OmniExp_TOPMed	Omni25_TOPMed	MEGA_TOPMed	MAF
0.396732490757809	0.423552056705808	0.439785723742502	0.436112882036032	0.000205849779889807
0.509076641381114	0.579754119801203	0.624209925570114	0.611965852614558	0.000411696187610872
0.511134357924257	0.607693334965556	0.668578964354474	0.650194197447055	0.000617543746964622
0.515114643142325	0.62601239590859	0.696034069736492	0.674312711509943	0.00082338789684969
0.56196840331757	0.686824948519058	0.763317895833503	0.742709240523844	0.00111584434254971
0.587680593025894	0.721867829858047	0.79874435843776	0.780943496129699	0.00144092812637099
0.587570621468927	0.725480860788421	0.807782644575636	0.78727861359741	0.00164677980257729
0.590402440455239	0.735812898431695	0.816027220462278	0.79635496108569	0.00185262191090774
0.607965290911114	0.761226684466199	0.847925241962398	0.827591747938839	0.00241138824044202
0.636567396032134	0.793773023833829	0.881762904442768	0.864653144556389	0.0034619259269451
0.653945709165726	0.820700869449791	0.902336231499303	0.887436118669941	0.00449886961040685
0.677079179405379	0.838982675351145	0.91701005804422	0.901723603172493	0.00553754300677921
0.697741389045737	0.858780350084698	0.930491247882552	0.916939582156973	0.00656844753867871
0.708041958041958	0.865551115551116	0.931818181818182	0.918081918081918	0.00750086706043956
0.727891695036022	0.877681893753464	0.941889003245982	0.929696777768981	0.00842940352941176
0.737272890807699	0.888828926065839	0.94423457456377	0.93497031840259	0.00945701502698327
0.757494866529774	0.899486652977413	0.952053388090349	0.941581108829569	0.010493205
0.768309534776601	0.902924919391985	0.950483648088439	0.942192538000921	0.01151991270152
0.772922998986829	0.904888551165147	0.954407294832827	0.946301925025329	0.0125553517730496
0.784056939501779	0.909181494661922	0.955160142348754	0.948896797153025	0.0135756830604982
0.794525684289464	0.917510311211099	0.956130483689539	0.948818897637795	0.0145068231346082
0.808844970030779	0.919974080673903	0.962578972946703	0.956099141422323	0.0154318825530536
0.804098215862922	0.923335099805688	0.962550786080198	0.956368132838721	0.0164679449037273
0.820230896096756	0.928532160527763	0.961700568077698	0.953454278907825	0.0174935185633132
0.817043121149897	0.933264887063655	0.96694045174538	0.959753593429158	0.0185142537371663
0.822790202342918	0.93482428115016	0.965708200212993	0.960809371671991	0.0195485417891374
0.831550802139037	0.932932263814617	0.963903743315508	0.961007130124777	0.0205849171122995
0.82637037037037	0.926222222222222	0.958518518518519	0.952296296296296	0.0215109555555556
0.83943039528603	0.935182911858581	0.964890743923398	0.961944512644243	0.022428456420329
0.848391248391248	0.936422136422136	0.964478764478764	0.962162162162162	0.0234688119433719
0.8464025869038	0.941525195365131	0.970088924818108	0.965777418485583	0.0244813136081919
0.861925843940232	0.944936358605423	0.964305478693968	0.962645268400664	0.0255216368289983
0.864391691394659	0.942729970326409	0.964391691394659	0.961127596439169	0.0265507671810089
0.849331713244228	0.941676792223572	0.963851761846902	0.96142162818955	0.0275772019744836
0.866046135167948	0.94698502630514	0.969647915823553	0.966815054633752	0.02850638029138
0.861036339165545	0.949528936742934	0.96971736204576	0.967362045760431	0.0294284961305518
0.858153519632119	0.937743190661479	0.958613371064733	0.952246197382384	0.0304601127343474
0.871675053918045	0.94608195542775	0.96549245147376	0.964773544212797	0.0314864985262401
0.87680608365019	0.949429657794677	0.966539923954373	0.96425855513308	0.0325257034980989
0.8800949742778	0.953700039572616	0.967550455085081	0.965176098140087	0.0335369369212505
0.888624653190646	0.952041220768926	0.967102655568767	0.96551724137931	0.0345807617518827
0.873820168902136	0.947839046199702	0.96969696969697	0.966716343765524	0.0355064414803775
0.877846790890269	0.949482401656315	0.963561076604555	0.961904761904762	0.0364408605797101
0.887110726643599	0.953719723183391	0.967560553633218	0.96583044982699	0.0374700509083045
0.88951718138321	0.952588081774685	0.968247063940844	0.96520226185298	0.0384848992605481
0.88310502283105	0.952054794520548	0.968036529680365	0.965296803652968	0.039533342283105
0.898290223586146	0.958351600175362	0.972380534853135	0.971942130644454	0.0405473276633056
0.899561189663579	0.958069234519746	0.969283276450512	0.968795709410044	0.0415794632374452
0.900851581508516	0.967153284671533	0.976885644768856	0.978710462287105	0.0424994554744526
0.89065606361829	0.954771371769384	0.967196819085487	0.965208747514911	0.0434263931908549
0.905933429811867	0.960443801254221	0.970574047274481	0.971056439942113	0.0444564364688857
0.905622489959839	0.96285140562249	0.969879518072289	0.968875502008032	0.0454873863955823
0.901347708894879	0.957412398921833	0.966037735849057	0.966037735849057	0.0465229520754717
0.897462454686691	0.959088555152771	0.967374417400311	0.966338684619368	0.0475469699119627
0.909891248058001	0.958570688762299	0.967374417400311	0.966338684619368	0.048581299430347
0.895045632333768	0.958279009126467	0.971316818774446	0.96870925684485	0.0495049967405476
0.909433962264151	0.96010781671159	0.969272237196765	0.968733153638814	0.0504451833423181
0.911363636363636	0.953977272727273	0.965340909090909	0.9625	0.0514591661363636
0.914723926380368	0.95521472392638	0.965644171779141	0.965030674846626	0.052474803803681
0.908488862131246	0.96207104154124	0.968693558097532	0.969295605057194	0.053510061589404
0.908732764281024	0.957977675640184	0.967170059093894	0.965856861457649	0.0545312078791858
0.908296943231441	0.961322520274485	0.971303805364941	0.96756082345602	0.0555688595134124
0.90901835594573	0.960893854748603	0.970470869912211	0.968874700718276	0.0565055780526736
0.921728240450845	0.964934251721979	0.972448340638698	0.971195992485911	0.0574297224796493
0.907216494845361	0.953305033353548	0.96543359611886	0.963007883565797	0.0584499253486962
0.912302839116719	0.953312302839117	0.962145110410095	0.960252365930599	0.059484716466877
0.926812585499316	0.963064295485636	0.968536251709986	0.968536251709986	0.0605123957592339
