Group.2	Core_1000G	Core_HRC	Core_TOPMed	OmniExp_1000G	OmniExp_HRC	OmniExp_TOPMed	Omni25_1000G	Omni25_HRC	Omni25_TOPMed	MEGA_1000G	MEGA_HRC	MEGA_TOPMed	MAF
IMPACT=HIGH	0.01289592760181	0.0290723981900452	0.413914027149321	0.0120475113122172	0.0332579185520362	0.425226244343891	0.0145361990950226	0.0339366515837104	0.431843891402715	0.0380090497737557	0.0483031674208145	0.440441176470588	0.000206087739705882
IMPACT=HIGH	0.0268646164722517	0.0395899611170025	0.613997879109226	0.0395899611170025	0.055496641922941	0.667727112053729	0.0547896783315659	0.0671615411806292	0.694945210321668	0.103923647932131	0.0957935666313185	0.717214563449982	0.000412160709791446
IMPACT=HIGH	0.0513231756214916	0.0561347233360064	0.629510825982358	0.0657578187650361	0.0657578187650361	0.715316760224539	0.0874097834803528	0.0882117080994387	0.756214915797915	0.157177225340818	0.137129109863673	0.777064955894146	0.000618243582999198
IMPACT=HIGH	0.0317919075144509	0.0404624277456647	0.658959537572254	0.0592485549132948	0.0563583815028902	0.763005780346821	0.088150289017341	0.0679190751445087	0.819364161849711	0.171965317919075	0.13150289017341	0.822254335260116	0.000824458582369942
IMPACT=HIGH	0.04583835946924	0.0434258142340169	0.675512665862485	0.0916767189384801	0.0687575392038601	0.805790108564536	0.151990349819059	0.0965018094089264	0.876960193003619	0.197828709288299	0.153196622436671	0.886610373944511	0.00111853639324487
IMPACT=HIGH	0.0551948051948052	0.038961038961039	0.756493506493506	0.142857142857143	0.0649350649350649	0.844155844155844	0.175324675324675	0.0941558441558442	0.915584415584416	0.227272727272727	0.168831168831169	0.912337662337662	0.00143947431818182
IMPACT=HIGH	0.0708333333333333	0.05	0.783333333333333	0.166666666666667	0.1125	0.891666666666667	0.229166666666667	0.15	0.916666666666667	0.2875	0.229166666666667	0.9375	0.001647718875
IMPACT=HIGH	0.0585106382978723	0.0372340425531915	0.76063829787234	0.154255319148936	0.0638297872340425	0.904255319148936	0.25	0.074468085106383	0.952127659574468	0.287234042553192	0.154255319148936	0.930851063829787	0.00185463462765957
IMPACT=HIGH	0.0947075208913649	0.052924791086351	0.774373259052925	0.20891364902507	0.105849582172702	0.896935933147632	0.344011142061281	0.176880222841226	0.94150417827298	0.376044568245125	0.254874651810585	0.952646239554318	0.00241457841225627
IMPACT=HIGH	0.135135135135135	0.0878378378378378	0.833333333333333	0.247747747747748	0.146396396396396	0.927927927927928	0.40990990990991	0.234234234234234	0.97972972972973	0.454954954954955	0.335585585585586	0.97972972972973	0.00346845013513513
IMPACT=HIGH	0.157142857142857	0.117857142857143	0.839285714285714	0.332142857142857	0.164285714285714	0.960714285714286	0.553571428571429	0.325	0.982142857142857	0.603571428571429	0.489285714285714	0.978571428571429	0.00448950796428571
IMPACT=HIGH	0.204545454545455	0.159090909090909	0.868181818181818	0.377272727272727	0.254545454545455	0.977272727272727	0.586363636363636	0.386363636363636	0.995454545454545	0.604545454545454	0.518181818181818	0.986363636363636	0.00554276981818182
IMPACT=HIGH	0.179856115107914	0.129496402877698	0.899280575539568	0.467625899280576	0.294964028776978	0.964028776978417	0.669064748201439	0.41726618705036	1	0.589928057553957	0.467625899280576	1	0.00650146100719424
IMPACT=HIGH	0.116564417177914	0.122699386503067	0.865030674846626	0.392638036809816	0.300613496932515	0.94478527607362	0.601226993865031	0.49079754601227	0.993865030674847	0.625766871165644	0.52760736196319	0.969325153374233	0.00743761773006135
