HC_1kg	HC_hrc	HC_top	OE_1kg	OE_hrc	OE_top	IO_1kg	IO_hrc	IO_top	MG_1kg	MG_hrc	MG_top	MAF
0.0494353069518716	0.156085255614973	0.235874335828877	0.0635825689839572	0.168563435294118	0.262418836363636	0.0724802352941177	0.175709826737968	0.278410288770053	0.0699772	0.173799009625668	0.276332592513369	0.000205885385247059
0.103008582991995	0.29289228915074	0.376423009584613	0.129657836662568	0.312311919284045	0.41875060463677	0.146651134762746	0.324132482634506	0.443990073370738	0.141876474947272	0.320608472243711	0.440321935489125	0.000411814732021726
0.141673559703894	0.37349494689411	0.438206565819118	0.173528194399743	0.39237013196009	0.484287753459929	0.195682056646283	0.406295735436112	0.513173350498873	0.189478484068233	0.404258207273898	0.510558319922755	0.000617724000337947
0.177419763861614	0.427217130942856	0.483019807501152	0.217427546245788	0.450941426043106	0.535081121051228	0.244181201057047	0.465598928406914	0.566019468082527	0.236576551021893	0.462507527820205	0.563540669624457	0.000823613505006425
0.216771484375	0.497292764136905	0.528766555059524	0.264223251488095	0.518429278273809	0.581647340029762	0.29377501860119	0.531799944196429	0.614845944940476	0.286921168154762	0.528857570684524	0.611123325892857	0.00111811652901786
0.263209855951478	0.543217336365934	0.561918321961082	0.311539853424311	0.564402021733637	0.615542784938084	0.344513014910286	0.577759716957291	0.648612383118524	0.333541521354562	0.575167146828405	0.644736264847106	0.00143954639423806
0.255542057853337	0.557769030702867	0.572275628013195	0.303748160365389	0.579470248667851	0.626541613803603	0.336224942907891	0.589870147170769	0.659534064958132	0.326745242324283	0.587066226845978	0.656608348134991	0.00164718090649581
0.285889813943387	0.593519365814812	0.595048505031492	0.339254615217549	0.615586910881054	0.650095055382611	0.376886628538333	0.625870194744082	0.681329037862883	0.367406283935423	0.623460363425758	0.677505031492073	0.00185305515673641
0.324091515913708	0.65403049240592	0.631897513785431	0.37963283351069	0.673204895037245	0.68991515913708	0.416590790364709	0.68420574634807	0.722890026119764	0.408660152848989	0.681744084357164	0.71719618844926	0.00242944829873271
0.371824169714704	0.716834030724214	0.670359619604974	0.429801492318947	0.734798068763716	0.727515815654718	0.4688075493782	0.744366905632773	0.758664140453548	0.458632684711046	0.742393884418435	0.755909758595464	0.00347639737293343
0.417193333870708	0.757513944865388	0.710156214734806	0.479124617120748	0.774562348863453	0.766849185877801	0.518485611800742	0.782028050943092	0.799004352732549	0.509269143962599	0.78022614057714	0.795872239239078	0.00450642879614703
0.486555519115442	0.800408264617691	0.759218843703148	0.547615629685157	0.815374156671664	0.810248360194903	0.584869284107946	0.824067606821589	0.83900267053973	0.575240114317841	0.822703710644678	0.835219546476762	0.00555879422179535
0.520768612659888	0.817109708101017	0.782365256368208	0.579609653438286	0.831539794468132	0.832922706898437	0.617285558106483	0.839408658576583	0.86183311468241	0.606933147480048	0.836428555810648	0.858452552749535	0.00657433562971466
0.516359816356704	0.804330402303323	0.781059995331103	0.575583767800171	0.818708038284958	0.832376157497471	0.615081394444012	0.827501361761731	0.860521126760563	0.607416232199829	0.825000311259824	0.856328456929422	0.00750163733483776
0.561040454222853	0.825384740951029	0.804839673527324	0.625099858055358	0.840083747338538	0.854618949609652	0.663161816891412	0.847579134137686	0.880813910574876	0.65475088715401	0.844942725337119	0.878918594748048	0.00843075986728176
0.568653754224017	0.826377565317729	0.812182559960438	0.63019500535729	0.840878513145966	0.860172669578835	0.669217670815132	0.847668754636116	0.886469298607105	0.659046319953845	0.846000412099233	0.88307640319789	0.00946324722822055
0.599593135533708	0.837979898174157	0.826160375702247	0.666283883426966	0.852107882724719	0.87286560744382	0.705627194522472	0.859180653089888	0.898526685393258	0.694943644662921	0.857895014044944	0.895736218398876	0.010500320409059
0.648449615178092	0.854457848577054	0.846115178091999	0.719265795596921	0.867020404510471	0.891906568820476	0.753141578664758	0.87435287274029	0.913833005190621	0.744633613746197	0.872614462144263	0.911314659029891	0.011502497986397
0.628409921950176	0.836456538009195	0.833001603763498	0.689636159521009	0.849786806372287	0.877523575323426	0.725319897359136	0.856703731423073	0.90204875441035	0.718385544745002	0.85542873944189	0.899300759114723	0.0125459302790548
0.646615294117647	0.835664588235294	0.842440235294118	0.704392705882353	0.847940117647059	0.883016823529412	0.738588705882353	0.853385764705882	0.905660705882353	0.729508117647059	0.853191647058824	0.903116	0.0135811897647059
0.662715244347192	0.837922246535376	0.840548650619985	0.722898176513494	0.851753902261123	0.883543544857768	0.756151568198395	0.858428738147338	0.905098614150255	0.74857345003647	0.856704157549234	0.902229905178702	0.014503543778264
0.6823948441247	0.858632014388489	0.863959472422062	0.741037889688249	0.871001199040767	0.905907553956835	0.775479976019185	0.876798920863309	0.927919784172662	0.765826498800959	0.87563345323741	0.925154916067146	0.0154307567745803
0.712177858683927	0.869546116504854	0.869821197411003	0.768014697950378	0.881248651564186	0.906814994606257	0.800823759439051	0.887770765911543	0.927590210355987	0.793956850053937	0.886665453074434	0.925822950377562	0.0164596030609493
0.715762876442443	0.866232620320856	0.872324373768646	0.774171545173093	0.87740866873065	0.912239515902055	0.809096256684492	0.883650858429496	0.93246481846327	0.798534196453701	0.881755417956656	0.930160849985927	0.017494218772868
0.732592229147328	0.869900808911285	0.87360880519825	0.798909428457764	0.882918048004243	0.914496883702427	0.827392255669009	0.888746717941918	0.93282787428723	0.820493435883835	0.887397692613712	0.931054104230208	0.0185232543959687
0.732170728083209	0.861470133729569	0.876081872213967	0.795774294205052	0.873392421991085	0.917458543833581	0.828224219910847	0.879258098068351	0.936547994056464	0.819248736998514	0.877768350668648	0.934367310549777	0.0195395337295691
0.74055751361743	0.873041653316245	0.875941044537007	0.806097404677988	0.885861422620955	0.916112624158923	0.836495514258251	0.892144825376482	0.934622396667735	0.82992181992951	0.89031720602371	0.931202499198975	0.0205505488625441
0.75100708072021	0.856917256726684	0.873239530649403	0.804897026097512	0.867043293546429	0.910620068784139	0.836491401982602	0.871705644345539	0.928135545215456	0.830647380133522	0.870743475622092	0.925659113898442	0.0215032125429901
0.763090938616434	0.862922539785645	0.878869600519649	0.821489282234492	0.873326729457616	0.91507583631049	0.84930204611887	0.879172783371224	0.936505521273141	0.841883566092887	0.877245047093212	0.933572750893147	0.0224558876583306
0.765461653015637	0.858432055100521	0.881358525688757	0.818140357408786	0.868594378257632	0.919688942665674	0.847964072970961	0.874596798212956	0.937570737155622	0.838374348473567	0.872691921072226	0.934770290394639	0.0234553382539092
0.752658263305322	0.865218300653595	0.880822969187675	0.808896918767507	0.875378711484594	0.916618860877684	0.842146218487395	0.881558916900093	0.935336881419234	0.831356862745098	0.880331279178338	0.934357796451914	0.0244934826890756
0.782477951933124	0.875220898641588	0.892780146290491	0.838797910135841	0.885589968652038	0.927026959247649	0.870656217345873	0.891547335423198	0.944209195402299	0.861604597701149	0.890530825496343	0.942301358411703	0.0255324822570533
0.796304678362573	0.862799025341131	0.892671539961014	0.850531578947368	0.87234269005848	0.924961988304094	0.87724269005848	0.877769980506823	0.94111052631579	0.869157699805068	0.876017153996101	0.93847738791423	0.0265924799610136
0.779747221699002	0.845860802411	0.880526652853645	0.839374646826144	0.857138632510831	0.912180636654737	0.864174985873046	0.862175550951215	0.92815219438689	0.85911923149369	0.861235449237144	0.926840459596911	0.0275755061405161
0.790047036432844	0.861316204458945	0.881229744426319	0.8476044045677	0.871891517128874	0.914059815116911	0.877575856443719	0.878526101141925	0.932365415986949	0.868245241979337	0.876924415443176	0.929536976617727	0.0285247183795541
0.808744781579514	0.875167419840758	0.895361308370992	0.864109963417258	0.885509360877986	0.927155799440499	0.891166774262965	0.891326016785023	0.94308930492791	0.880638691629008	0.889618248332257	0.94085818807833	0.029447197761997
0.809997267759563	0.88954485428051	0.89646766848816	0.869332422586521	0.90130441712204	0.93322131147541	0.89452868852459	0.906949908925319	0.94779121129326	0.887403005464481	0.905396857923497	0.945403233151184	0.0304516650273224
0.806163801571709	0.874945726915521	0.89351989194499	0.858574656188605	0.886291011787819	0.927302554027505	0.880680255402751	0.890187377210216	0.941149066797642	0.873206777996071	0.890448673870334	0.93882637524558	0.0314769135805501
0.810266461193612	0.871360885402073	0.895743625665453	0.865065564583917	0.882677220509947	0.929943121322499	0.891363687307369	0.888552255533763	0.945112356402354	0.882305407677221	0.887162510507145	0.942784533482768	0.0325179198655085
