HO_1000G	HO_HRC	HO_TOPMed	MAF
0.0534555239366605	0.167937589081626	0.265237562461506	0.000206010809125724
0.103192128883435	0.281106518896698	0.406950022752572	0.000411996536885639
0.149400263577175	0.356321721513012	0.482760872558469	0.000699508386725152
0.189896387110774	0.43354941955083	0.552031572095042	0.00102999173296083
0.223535548979437	0.490816829804993	0.593142499430913	0.00132832710774717
0.251964519505972	0.539355985660012	0.627096045258246	0.00174359366322982
0.302306644698622	0.619898858106113	0.68004272975178	0.00243225448773504
0.364979917042025	0.707091288943704	0.739857109695391	0.00347604222633599
0.408363212396259	0.760643632625429	0.779389088082642	0.00450995900436903
0.459802119377163	0.804309039792388	0.81659354918438	0.00554564158466696
0.493721555647497	0.829540752999586	0.839165287546545	0.00651838454814853
0.523924347555074	0.846912608194041	0.85941746086424	0.00743709089431294
0.559209186559566	0.862620205905645	0.875975789116416	0.0084357380135762
0.583509406427461	0.877345261888899	0.893404397068621	0.0094655544418007
0.602206650814693	0.88817344584026	0.901647623256108	0.0104977385588732
0.629203446030857	0.895006586218905	0.911858222175118	0.0115264531523006
0.644857280755976	0.899897543586313	0.918856213854478	0.0125545337310223
0.656542568181107	0.905271837262945	0.925259103860726	0.0135188854265168
0.682516270770373	0.91072994131177	0.93245180654544	0.014449010420513
0.697371601208459	0.916082578046324	0.939214501510574	0.0154426430996979
0.712458904402032	0.919612740702788	0.940555484394347	0.016469530228214
0.729133999372788	0.924432149097263	0.948613413377537	0.0175070070225348
0.74014747616277	0.925501977035515	0.952574895804885	0.0185248699383735
0.755556678755102	0.927065037465725	0.956519541566105	0.0195529496973679
0.763721014877387	0.928797828295849	0.957566842081318	0.0205209708730797
0.773435679328828	0.931411675600093	0.96052784898625	0.0214544147940457
0.786080315698326	0.933751614689057	0.964299402387611	0.0224494233906341
0.798477809916148	0.938893271393929	0.967978496508604	0.0234755921246384
0.797699658271105	0.937286419440577	0.967266801670675	0.0244943718833059
0.807857049437614	0.939298325922051	0.971014255820037	0.0255397234534397
0.814077577395492	0.93844741264314	0.970185194809695	0.026551629258701
0.821431419457735	0.940131578947368	0.972388357256778	0.0275220597567783
0.827008972686668	0.93958259219732	0.974919957310566	0.0284564370014625
0.834490091831803	0.943663605606573	0.974809086515225	0.0294521674722088
0.840100723953415	0.946510072395341	0.97682562165565	0.030478466245672
0.849101772314873	0.941077068538896	0.976885473455511	0.031509665625943
0.849714553510566	0.94244205862304	0.979720518064076	0.0325347103271984
0.856531374934817	0.942225795237267	0.978272205805667	0.0335506150921258
0.86215972683297	0.944014986246799	0.97972588447311	0.0345172083515129
0.864633970255571	0.942917649323771	0.981325504163257	0.0354548686239592
0.862684232395571	0.945127465597732	0.980739618214259	0.0364547218219148
0.872156623394915	0.946524566304373	0.98206530669734	0.0374804866194042
0.874607072691552	0.945383104125737	0.983104125736739	0.0385193614833006
0.883420734167003	0.947937676482453	0.983309802339653	0.03953441568929
0.887780873278309	0.949410263754003	0.984273700106751	0.0405494517457755
0.892346557960613	0.947120629270253	0.985301716713556	0.041519768266636
0.893499269580852	0.947269356107428	0.986093943139679	0.0424516880183167
0.895382078064871	0.948103353490929	0.986366135239142	0.0434563296536559
0.892505415162455	0.950440433212996	0.985963898916968	0.0444817641877256
0.895546726755218	0.946572580645161	0.985442362428843	0.0455119045066414
0.89744769617768	0.944413767715811	0.984999079698141	0.0465332142094607
0.896586251134266	0.940705278638255	0.986169780030664	0.0475332269564129
0.899576453256399	0.933767110674606	0.989043029893806	0.0484965946013136
0.902657057131368	0.936434779918958	0.988276779362183	0.0494696004825389
0.916245487364621	0.947894103489771	0.989651022864019	0.0504487183393502
0.914057857701329	0.942861610633307	0.986489444878812	0.0514875059077404
0.914850580712515	0.944995432598199	0.988353125407804	0.0525092919678977
0.9150477551816	0.944220648430901	0.988694691702943	0.0535320169872003
0.920720207806996	0.947692417179661	0.990178984450059	0.0545325127246201
0.921786907027687	0.943153661076597	0.988652278521923	0.0555257505440442
0.92279502448994	0.942598400225519	0.988054547376581	0.0564498254765848
0.924098411282298	0.94437772363861	0.99004906838692	0.0574648611433277
0.933009184224743	0.949385467314965	0.990950837385197	0.0584878582624257
0.928171475444916	0.945040835978459	0.990477549128	0.0595170209279932
0.927421544668141	0.948291244811668	0.989254819814578	0.0605306192249505
0.929410349941877	0.943961197739207	0.990339519781938	0.0615346856215176
0.935369916904179	0.94881779133716	0.991931275340211	0.0625069135883746
0.932258064516129	0.947130289065773	0.991286133221617	0.0634624411059908
0.932233581164808	0.940442998760843	0.991442069392813	0.064460950844176
0.933782355014293	0.942749735677644	0.99005364764851	0.0654919868582841
0.937780781616507	0.948395817596311	0.990816204826462	0.066509144344611
0.940176542562489	0.947867505680825	0.992265338227583	0.0675321453854221
0.941989067333362	0.950718250773338	0.992753930251282	0.0685283692444595
0.942454851545761	0.947046219773492	0.992260264987538	0.0695148157593248
0.945891019941572	0.946187391506838	0.992124984122952	0.070465512121597
0.943094769096082	0.950842635149923	0.992427226964325	0.0714686014401401
0.945030654377111	0.947241106059974	0.99328523168036	0.072492848667473
0.943660733904636	0.945945945945946	0.993188310261481	0.0735188974027686
0.945427073149053	0.945471513643232	0.991956270553729	0.0745384773042396
0.950355848578789	0.949744574946514	0.991616818757368	0.0755240170458019
0.949170524691358	0.94458912037037	0.990403163580247	0.076510998992091
0.946415355010608	0.947451522178911	0.990427789016628	0.0774628887205803
0.950262144481047	0.945576021899504	0.990534960330348	0.0784712093908041
0.94854983381141	0.942448663661613	0.992623958475618	0.0794889819787825
0.948480784349998	0.942792396984692	0.993571659806687	0.0805151899643898
0.948884670147129	0.943236829615567	0.993070716658757	0.0815385572045562
0.950764696915807	0.946801483664448	0.992581677760276	0.0825344852802195
0.952366671664917	0.942570100464837	0.992552606587694	0.0835071688509022
0.948473816858023	0.94180901708205	0.991318958274993	0.0844731073144777
0.950809188843524	0.946431206650598	0.993605194549658	0.0854636675045501
0.951554158559098	0.940777328743202	0.991568128523674	0.08649762930699
0.952781302876481	0.947282148900169	0.991804145516074	0.0875021780298223
0.952955787382017	0.944063586686538	0.993591654247392	0.0885322669846001
0.95374358974359	0.944717948717949	0.991948717948718	0.0895274272974359
0.946640418587784	0.934310728902243	0.990985857120655	0.0905236052737916
0.956521739130435	0.946610447924652	0.993045668601467	0.0914704788851166
0.956253717622884	0.948466987508787	0.992267344400584	0.0924653473638674
0.954188412673309	0.939532922136117	0.992724972323264	0.0934954447572355
0.956903561554724	0.939719195533149	0.990838618745596	0.0945140214235377
0.960075204600752	0.945974341959743	0.995078522450785	0.0955175780026543
0.958533487935509	0.943018055325493	0.99514107448512	0.0965262526365192
0.957924881594889	0.943716268311488	0.993886991959467	0.0975227443606124
0.960371554376018	0.946196996200012	0.994571445804934	0.0984752616925026
0.961454503676471	0.941923253676471	0.994772518382353	0.0994779740349265
0.963749324689357	0.949270664505673	0.994435440302539	0.100498538411669
0.959292929292929	0.943080808080808	0.992777777777778	0.101504256868687
0.961095351126035	0.945406125166445	0.99212644010884	0.102518265385283
0.962545435389559	0.936732866248749	0.992730337670547	0.103512504820102
0.961671435383882	0.944802098235575	0.994575584167859	0.104522222520267
0.957740431795878	0.940076054955839	0.991474484789009	0.105482436457311
0.959835876098012	0.940765141007859	0.99329634766528	0.106467813280166
0.961508639787328	0.934315463003988	0.992467877713779	0.10749716349136
0.958143557221101	0.937849524358605	0.99360046122802	0.108511518420294
0.963425620082878	0.935018917782716	0.993814185334214	0.109515125277761
0.960276750566623	0.936955743767148	0.99153047834904	0.110523473816056
0.964340900986568	0.937596576726495	0.993224771187448	0.111533457565672
0.968591566712007	0.947693829603067	0.994064548040064	0.112473403734389
0.963291701008052	0.943130666328536	0.995054840550307	0.113474268560198
0.964206487199472	0.943222015708376	0.995803105701781	0.114486937526231
0.962622835751053	0.944606925596631	0.992922321010763	0.115507056270473
0.967155708506913	0.940711223812111	0.994686952846706	0.116523792549659
0.962927643342472	0.936464417689832	0.992549767552748	0.117517869889141
0.962336315311811	0.93951769739401	0.994619473615973	0.118523533320368
0.963232350193514	0.937808621379955	0.995529160549847	0.119481461897771
0.962179722937354	0.940603162927547	0.992521760451146	0.120480129827142
0.963608601603257	0.943122534673623	0.992810790176867	0.121496039699707
0.967834297898264	0.94498933901919	0.993968930855924	0.122504118611027
0.967117234208474	0.943527423966727	0.994541200935794	0.123515194567195
0.965045497332915	0.943081267649827	0.993222466269219	0.124542570003138
0.962614412788449	0.932899316746165	0.986979502384943	0.125510653989945
0.962816131237184	0.938961038961039	0.993301435406699	0.12648041544771
0.968126758840083	0.941759451853664	0.993392878991802	0.127470255414169
0.970511339454004	0.9401714598407	0.994710281510306	0.128501749863197
0.969562575941677	0.944228432563791	0.995321992709599	0.129492477156744
0.962504184800803	0.932909273518581	0.993639102778708	0.13052383970539
0.962789182144021	0.935223199739329	0.993548387096774	0.131496846725318
0.970570885495183	0.942911450481746	0.995674116798846	0.132492468244085
0.967221492188641	0.941378303401956	0.993429697766097	0.133482017447803
0.968652037617555	0.93998171368861	0.992881400208986	0.134483330394462
0.969918433931484	0.940554649265905	0.995628058727569	0.135497231908646
0.968170476768494	0.940117337649201	0.996628228471239	0.136507986243172
0.967547651101821	0.941047261390208	0.994614894069298	0.137523821228654
0.967100007262692	0.940663810007989	0.994988742828092	0.138496322463505
0.970769020625598	0.941469744570414	0.995014342302964	0.139502761507991
0.967827854489381	0.9368472699236	0.991659073386136	0.140497337001472
0.969453691012336	0.943476274394622	0.994190979701064	0.141465565367796
0.964207544740569	0.930990086262392	0.991116261104674	0.142488764452169
0.970546414787731	0.93418647166362	0.994650958087887	0.143494716229941
0.970203972803626	0.940007998933476	0.993400879882682	0.14450504832689
0.972911320216709	0.934915882520673	0.99493869404049	0.145506852936983
0.965296679368536	0.928211758301579	0.994420250408274	0.146484331654872
0.968138707765264	0.937759336099585	0.99407231772377	0.147482340026675
0.960033714968041	0.932359345367704	0.983915150663763	0.14847673105289
0.96776396667122	0.938806174019943	0.98961890452124	0.149488244502117
0.970612697532576	0.937344053229831	0.992930413085667	0.150503974008872
0.971927374301676	0.936871508379888	0.993435754189944	0.151512563477654
0.971590909090909	0.941619318181818	0.993963068181818	0.1524961265625
